_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_vector	soc_length_num	soc_soc_win	tokens	type	stress	foc_base	pam_cluster	is_medoid
herstructureren.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	-0.09987687695049384	-0.17425501745261382	NA	NA	bound	277	lex	3_3	1	no	all_5000	5000	4_4	225	herstructureren	0.26892714296177334	BOW	c2	0
herstructureren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.027192901322838463	-0.06013904727330394	NA	NA	bound	277	lex	3_3	1	no	nav_FOC	201	4_4	225	herstructureren	0.2589278462322666	BOW	c7	0
herstructureren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.028212563261203163	-0.0626348477888859	NA	NA	bound	277	lex	3_3	1	no	all_FOC	277	4_4	225	herstructureren	0.257326525396252	BOW	c7	0
herstructureren.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	0.17517218303058651	0.0015859002563452826	NA	NA	bound	331	all	3_3	1	weight	nav_5000	5000	4_4	238	herstructureren	0.2402025235545725	BOW	c4	0
herstructureren.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	-0.031113343811318805	-0.168669465500085	NA	NA	bound	331	all	3_3	1	weight	all_5000	5000	4_4	238	herstructureren	0.2715727654743783	BOW	c7	0
herstructureren.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	0.11022064080868851	-0.028016456640225177	NA	NA	bound	331	all	3_3	1	weight	nav_FOC	181	4_4	238	herstructureren	0.24042156903027662	BOW	c5	0
herstructureren.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	0.11561141705611158	-0.017558772528745433	NA	NA	bound	331	all	3_3	1	weight	all_FOC	331	4_4	238	herstructureren	0.2412474848892877	BOW	c5	0
herstructureren.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.267930346982765	-0.04135768775446321	NA	NA	bound	331	all	3_3	1	selection	nav_5000	5000	4_4	238	herstructureren	0.23308437360715178	BOW	c4	0
herstructureren.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	-0.09310325815040217	-0.30192078310409304	NA	NA	bound	331	all	3_3	1	selection	all_5000	5000	4_4	238	herstructureren	0.26560733318480245	BOW	c6	0
herstructureren.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.1072583732683143	-0.014388240487431024	NA	NA	bound	331	all	3_3	1	selection	nav_FOC	181	4_4	238	herstructureren	0.23539895151176427	BOW	c5	0
herstructureren.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.11527674807051981	-0.011595540272210637	NA	NA	bound	331	all	3_3	1	selection	all_FOC	331	4_4	238	herstructureren	0.23621643865919997	BOW	c5	0
herstructureren.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	0.28656239394951616	-0.0260767036454202	NA	NA	bound	388	all	3_3	1	no	nav_5000	5000	4_4	239	herstructureren	0.2279096329049373	BOW	c4	0
herstructureren.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	-0.09636229902499498	-0.3224902559793027	NA	NA	bound	388	all	3_3	1	no	all_5000	5000	4_4	239	herstructureren	0.25762024770418546	BOW	c6	0
herstructureren.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.11073967987899294	-0.007579964228675485	NA	NA	bound	388	all	3_3	1	no	nav_FOC	201	4_4	239	herstructureren	0.24933324361500045	BOW	c5	0
herstructureren.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	0.12402637329778597	-0.00808946839448244	NA	NA	bound	388	all	3_3	1	no	all_FOC	388	4_4	239	herstructureren	0.23914424823598573	BOW	c5	0
herstructureren.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.20767755111766095	0.1173047026023316	NA	NA	nobound	471	lex	10_10	1	weight	nav_5000	5000	4_4	240	herstructureren	0.2637881095076607	BOW	c3	0
herstructureren.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.3423662476814467	0.06994042759045065	NA	NA	nobound	471	lex	10_10	1	weight	all_5000	5000	4_4	240	herstructureren	0.25154491895842757	BOW	c3	0
herstructureren.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.2205305558299775	0.13833422520200164	NA	NA	nobound	471	lex	10_10	1	weight	nav_FOC	346	4_4	240	herstructureren	0.2565776998630928	BOW	c3	0
herstructureren.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.22134257019114256	0.13845157959125443	NA	NA	nobound	471	lex	10_10	1	weight	all_FOC	471	4_4	240	herstructureren	0.25184207552046467	BOW	c3	0
herstructureren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.16514494670303034	0.13818630854243458	NA	NA	nobound	471	lex	10_10	1	selection	nav_5000	5000	4_4	240	herstructureren	0.2659479460674716	BOW	c3	0
herstructureren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.40622238067884364	0.06545661279236727	NA	NA	nobound	471	lex	10_10	1	selection	all_5000	5000	4_4	240	herstructureren	0.24573546571120353	BOW	c3	0
herstructureren.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.1806818487606718	0.1452275096310365	NA	NA	nobound	471	lex	10_10	1	selection	nav_FOC	346	4_4	240	herstructureren	0.24725712968115346	BOW	c3	0
herstructureren.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.18434582287851092	0.14596207128509395	NA	NA	nobound	471	lex	10_10	1	selection	all_FOC	471	4_4	240	herstructureren	0.24818561598620514	BOW	c3	1
herstructureren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.20374865871817135	0.22724671084262668	NA	NA	nobound	964	lex	10_10	1	no	nav_5000	5000	4_4	240	herstructureren	0.25751515111988466	BOW	c3	0
herstructureren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.4850464727291821	0.16598387287127359	NA	NA	nobound	964	lex	10_10	1	no	all_5000	5000	4_4	240	herstructureren	0.24612892193821803	BOW	c3	0
herstructureren.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.22896470038345515	0.22319958867425707	NA	NA	nobound	964	lex	10_10	1	no	nav_FOC	698	4_4	240	herstructureren	0.2505410028639316	BOW	c3	0
herstructureren.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.23599346852501446	0.2245153583459436	NA	NA	nobound	964	lex	10_10	1	no	all_FOC	964	4_4	240	herstructureren	0.2461977843240573	BOW	c3	0
herstructureren.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.06512701848573126	0.20741664276759061	NA	NA	nobound	652	all	10_10	1	weight	nav_5000	5000	4_4	240	herstructureren	0.24583210903505334	BOW	c5	0
herstructureren.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.35171222008697833	0.08694338834658584	NA	NA	nobound	652	all	10_10	1	weight	all_5000	5000	4_4	240	herstructureren	0.24858454365629465	BOW	c3	0
herstructureren.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.06588912675057015	0.23848149322708043	NA	NA	nobound	652	all	10_10	1	weight	nav_FOC	346	4_4	240	herstructureren	0.23555774700699503	BOW	c3	0
herstructureren.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.08047497695075252	0.24636737349513754	NA	NA	nobound	652	all	10_10	1	weight	all_FOC	652	4_4	240	herstructureren	0.2362228597456543	BOW	c3	0
herstructureren.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.16312592127598197	0.23151118157657602	NA	NA	nobound	652	all	10_10	1	selection	nav_5000	5000	4_4	240	herstructureren	0.2552022220815673	BOW	c4	0
herstructureren.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	-0.4772629439095045	0.06966871856666083	NA	NA	nobound	652	all	10_10	1	selection	all_5000	5000	4_4	240	herstructureren	0.2468492346020856	BOW	c3	0
herstructureren.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.011348671815438475	0.21876102760404914	NA	NA	nobound	652	all	10_10	1	selection	nav_FOC	346	4_4	240	herstructureren	0.25059094455834197	BOW	c3	0
herstructureren.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.02497526000926078	0.23378582964190384	NA	NA	nobound	652	all	10_10	1	selection	all_FOC	652	4_4	240	herstructureren	0.24174188388505946	BOW	c3	0
herstructureren.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	0.07462443565423933	0.3566333104210027	NA	NA	nobound	1412	all	10_10	1	no	nav_5000	5000	4_4	240	herstructureren	0.25792184073017665	BOW	c5	0
herstructureren.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	-0.603575148601558	0.19265074057359952	NA	NA	nobound	1412	all	10_10	1	no	all_5000	5000	4_4	240	herstructureren	0.2441135508837462	BOW	c3	0
herstructureren.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.08065120396091265	0.334463118146506	NA	NA	nobound	1412	all	10_10	1	no	nav_FOC	698	4_4	240	herstructureren	0.251863194888264	BOW	c3	0
herstructureren.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.11677327726248095	0.35205307393161683	NA	NA	nobound	1412	all	10_10	1	no	all_FOC	1412	4_4	240	herstructureren	0.2341393174548527	BOW	c3	0
herstructureren.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.1227991432881829	0.01554721722387759	NA	NA	nobound	393	lex	5_5	1	weight	nav_5000	5000	4_4	238	herstructureren	0.26481760880337696	BOW	c1	0
herstructureren.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.2220788793179035	-0.06541360339963628	NA	NA	nobound	393	lex	5_5	1	weight	all_5000	5000	4_4	238	herstructureren	0.26387729972764246	BOW	c2	0
herstructureren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.12765938913964303	0.01429299971650501	NA	NA	nobound	393	lex	5_5	1	weight	nav_FOC	285	4_4	238	herstructureren	0.2533973632955072	BOW	c1	0
herstructureren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.12723023871029465	0.018170989696772378	NA	NA	nobound	393	lex	5_5	1	weight	all_FOC	393	4_4	238	herstructureren	0.25366701792010826	BOW	c1	0
herstructureren.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.110288940979711	0.015745755176732122	NA	NA	nobound	393	lex	5_5	1	selection	nav_5000	5000	4_4	238	herstructureren	0.26648671197718504	BOW	c1	0
herstructureren.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.25625706337249843	-0.09289029375856817	NA	NA	nobound	393	lex	5_5	1	selection	all_5000	5000	4_4	238	herstructureren	0.2550132864436329	BOW	c2	0
herstructureren.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.10269943173951827	0.030200583825864317	NA	NA	nobound	393	lex	5_5	1	selection	nav_FOC	285	4_4	238	herstructureren	0.2514403628801584	BOW	c1	0
herstructureren.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.10569548266205238	0.0347387335550432	NA	NA	nobound	393	lex	5_5	1	selection	all_FOC	393	4_4	238	herstructureren	0.25097854074412745	BOW	c1	0
herstructureren.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.12435883593685515	0.03513100673082669	NA	NA	nobound	526	lex	5_5	1	no	nav_5000	5000	4_4	238	herstructureren	0.2722865749456546	BOW	c1	0
herstructureren.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.28094048495964546	-0.09085219088877616	NA	NA	nobound	526	lex	5_5	1	no	all_5000	5000	4_4	238	herstructureren	0.2561878603469372	BOW	c2	0
herstructureren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.12428836147134667	0.04624261552117311	NA	NA	nobound	526	lex	5_5	1	no	nav_FOC	387	4_4	238	herstructureren	0.25429260440717993	BOW	c1	0
herstructureren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.12924922874900302	0.048645683790027185	NA	NA	nobound	526	lex	5_5	1	no	all_FOC	526	4_4	238	herstructureren	0.2557546114459465	BOW	c1	0
herstructureren.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.0883078856880794	0.10239226219122402	NA	NA	nobound	550	all	5_5	1	weight	nav_5000	5000	4_4	240	herstructureren	0.2531868608514232	BOW	c5	0
herstructureren.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	-0.23442678565153868	-0.05982173075299656	NA	NA	nobound	550	all	5_5	1	weight	all_5000	5000	4_4	240	herstructureren	0.26254105394345323	BOW	c2	0
herstructureren.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.0074584679447892155	0.13333930623457993	NA	NA	nobound	550	all	5_5	1	weight	nav_FOC	285	4_4	240	herstructureren	0.24268981467564396	BOW	c5	0
herstructureren.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.008328615592463175	0.13375782127315003	NA	NA	nobound	550	all	5_5	1	weight	all_FOC	550	4_4	240	herstructureren	0.24244575637093738	BOW	c5	0
herstructureren.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.19215505986531883	0.15343530868404742	NA	NA	nobound	550	all	5_5	1	selection	nav_5000	5000	4_4	240	herstructureren	0.2525870506363858	BOW	c5	0
herstructureren.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	-0.31706484071065827	-0.18819222586212547	NA	NA	nobound	550	all	5_5	1	selection	all_5000	5000	4_4	240	herstructureren	0.26128890143230615	BOW	c6	0
herstructureren.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.03131158984277931	0.11535725451960285	NA	NA	nobound	550	all	5_5	1	selection	nav_FOC	285	4_4	240	herstructureren	0.23667322941206104	BOW	c5	0
