_id	_cws.church.foc10.nav.weight.nobound	_count.church.foc10.nav.weight.nobound	_cws.church.foc10.nav.selection.nobound	_count.church.foc10.nav.selection.nobound	_cws.church.foc10.nav.noweight.nobound	_count.church.foc10.nav.noweight.nobound	_cws.church.foc10.all.weight.nobound	_count.church.foc10.all.weight.nobound	_cws.church.foc10.all.selection.nobound	_count.church.foc10.all.selection.nobound	_cws.church.foc10.all.noweight.nobound	_count.church.foc10.all.noweight.nobound	_cws.church.foc5.nav.weight.nobound	_count.church.foc5.nav.weight.nobound	_cws.church.foc5.nav.selection.nobound	_count.church.foc5.nav.selection.nobound	_cws.church.foc5.nav.noweight.nobound	_count.church.foc5.nav.noweight.nobound	_cws.church.foc5.all.weight.nobound	_count.church.foc5.all.weight.nobound	_cws.church.foc5.all.selection.nobound	_count.church.foc5.all.selection.nobound	_cws.church.foc5.all.noweight.nobound	_count.church.foc5.all.noweight.nobound	_cws.church.foc10.nav.weight.bound	_count.church.foc10.nav.weight.bound	_cws.church.foc10.nav.selection.bound	_count.church.foc10.nav.selection.bound	_cws.church.foc10.nav.noweight.bound	_count.church.foc10.nav.noweight.bound	_cws.church.foc10.all.weight.bound	_count.church.foc10.all.weight.bound	_cws.church.foc10.all.selection.bound	_count.church.foc10.all.selection.bound	_cws.church.foc10.all.noweight.bound	_count.church.foc10.all.noweight.bound	_cws.church.foc5.nav.weight.bound	_count.church.foc5.nav.weight.bound	_cws.church.foc5.nav.selection.bound	_count.church.foc5.nav.selection.bound	_cws.church.foc5.nav.noweight.bound	_count.church.foc5.nav.noweight.bound	_cws.church.foc5.all.weight.bound	_count.church.foc5.all.weight.bound	_cws.church.foc5.all.selection.bound	_count.church.foc5.all.selection.bound	_cws.church.foc5.all.noweight.bound	_count.church.foc5.all.noweight.bound
church/n/wlp_gb_g03/17470934	god/n;regard/n	2.0	god/n;regard/n	2.0	god/n;prejudice/n;regard/n;scant/j;see/v;seem/v;will/n	7	god/n;regard/n	2	god/n;regard/n	2	because/c;for/i;god/n;i/p;in/r;it/p;prejudice/n;regard/n;scant/j;see/v;seem/v;so/r;will/n	13	god/n;regard/n	2.0	god/n;regard/n	2.0	god/n;regard/n;scant/j;see/v	4	god/n;regard/n	2.0	god/n;regard/n	2.0	for/i;god/n;in/r;it/p;regard/n;scant/j;see/v;so/r	8	god/n;regard/n	2.0	god/n;regard/n	2.0	god/n;prejudice/n;regard/n;scant/j;see/v;seem/v;will/n	7	god/n;regard/n	2	god/n;regard/n	2	because/c;for/i;god/n;i/p;in/r;it/p;prejudice/n;regard/n;scant/j;see/v;seem/v;so/r;will/n	13	god/n;regard/n	2.0	god/n;regard/n	2.0	god/n;regard/n;scant/j;see/v	4.0	god/n;regard/n	2.0	god/n;regard/n	2.0	for/i;god/n;in/r;it/p;regard/n;scant/j;see/v;so/r	8
church/n/wlp_gb_g03/2499093	abortion/n;diminish/v;view/n;wish/v	4.0	abortion/n;diminish/v;view/n;wish/v	4.0	abortion/n;be/v;complicated/j;diminish/v;reason/n;view/n;will/v;wish/v	8	abortion/n;and/c;diminish/v;view/n;wish/v	5	abortion/n;and/c;diminish/v;view/n;wish/v	5	abortion/n;and/c;be/v;complicated/j;diminish/v;for/i;it/p;not/x;on/i;reason/n;something/p;that/c;view/n;will/v;wish/v;without/i	16	abortion/n;diminish/v;view/n;wish/v	4.0	abortion/n;diminish/v;view/n;wish/v	4.0	abortion/n;diminish/v;view/n;wish/v	4	abortion/n;diminish/v;view/n;wish/v	4.0	abortion/n;diminish/v;view/n;wish/v	4.0	abortion/n;diminish/v;it/p;on/i;view/n;wish/v;without/i	7	abortion/n;diminish/v;view/n;wish/v	4.0	abortion/n;diminish/v;view/n;wish/v	4.0	abortion/n;be/v;complicated/j;diminish/v;reason/n;view/n;will/v;wish/v	8	abortion/n;and/c;diminish/v;view/n;wish/v	5	abortion/n;and/c;diminish/v;view/n;wish/v	5	abortion/n;and/c;be/v;complicated/j;diminish/v;for/i;it/p;not/x;on/i;reason/n;something/p;that/c;view/n;will/v;wish/v;without/i	16	abortion/n;diminish/v;view/n;wish/v	4.0	abortion/n;diminish/v;view/n;wish/v	4.0	abortion/n;diminish/v;view/n;wish/v	4.0	abortion/n;diminish/v;view/n;wish/v	4.0	abortion/n;diminish/v;view/n;wish/v	4.0	abortion/n;diminish/v;it/p;on/i;view/n;wish/v;without/i	7
church/n/wlp_gb_g03/3155249	catholic/j;history/n;other/j;place/n	4.0	catholic/j;history/n;other/j;place/n	4.0	catholic/j;have/v;history/n;know/v;look/v;need/v;other/j;place/n	8	and/c;at/i;catholic/j;history/n;other/j;place/n;within/i	7	and/c;at/i;catholic/j;history/n;other/j;place/n;within/i	7	and/c;at/i;catholic/j;have/v;history/n;know/v;look/v;need/v;only/r;other/j;place/n;that/c;we/p;within/i	14	catholic/j;history/n;other/j;place/n	4.0	catholic/j;history/n;other/j;place/n	4.0	catholic/j;history/n;know/v;other/j;place/n	5	and/c;at/i;catholic/j;history/n;other/j;place/n;within/i	7.0	and/c;at/i;catholic/j;history/n;other/j;place/n;within/i	7.0	and/c;at/i;catholic/j;history/n;know/v;other/j;place/n;within/i	8	catholic/j;history/n;other/j;place/n	4.0	catholic/j;history/n;other/j;place/n	4.0	catholic/j;have/v;history/n;know/v;look/v;need/v;other/j;place/n	8	and/c;at/i;catholic/j;history/n;other/j;place/n;within/i	7	and/c;at/i;catholic/j;history/n;other/j;place/n;within/i	7	and/c;at/i;catholic/j;have/v;history/n;know/v;look/v;need/v;only/r;other/j;place/n;that/c;we/p;within/i	14	catholic/j;history/n;other/j;place/n	4.0	catholic/j;history/n;other/j;place/n	4.0	catholic/j;history/n;know/v;other/j;place/n	5.0	and/c;at/i;catholic/j;history/n;other/j;place/n;within/i	7.0	and/c;at/i;catholic/j;history/n;other/j;place/n;within/i	7.0	and/c;at/i;catholic/j;history/n;know/v;other/j;place/n;within/i	8
church/n/wlp_gb_g03/4175312	church/n;south/n	2.0	church/n;south/n	2.0	church/n;garden/n;lie/v;may/v;relate/v;south/n;trench/n	7	church/n;in/i;inside/i;outside/i;south/n;to/i	6	church/n;in/i;inside/i;outside/i;south/n;to/i	6	but/c;church/n;garden/n;in/i;inside/i;it/p;lie/v;may/v;outside/i;relate/v;south/n;to/i;trench/n	13	south/n	1.0	south/n	1.0	lie/v;south/n	2	inside/i;outside/i;south/n;to/i	4.0	inside/i;outside/i;south/n;to/i	4.0	but/c;inside/i;it/p;lie/v;outside/i;south/n;to/i	7	church/n;south/n	2.0	church/n;south/n	2.0	church/n;garden/n;lie/v;may/v;relate/v;south/n;trench/n	7	church/n;in/i;inside/i;outside/i;south/n;to/i	6	church/n;in/i;inside/i;outside/i;south/n;to/i	6	but/c;church/n;garden/n;in/i;inside/i;it/p;lie/v;may/v;outside/i;relate/v;south/n;to/i;trench/n	13	south/n	1.0	south/n	1.0	lie/v;south/n	2.0	inside/i;outside/i;south/n;to/i	4.0	inside/i;outside/i;south/n;to/i	4.0	but/c;inside/i;it/p;lie/v;outside/i;south/n;to/i	7
church/n/wlp_gb_g03/6750290	america/n;begin/v;bishop/n;divide/n;episcopal/j;gay/j	6.0	america/n;begin/v;bishop/n;divide/n;episcopal/j;gay/j	6.0	america/n;begin/v;bishop/n;divide/n;elect/v;episcopal/j;feel/v;gay/j;gene/n;robinson/n	10	america/n;and/c;as/i;begin/v;bishop/n;divide/n;episcopal/j;gay/j;openly/r	9	america/n;and/c;as/i;begin/v;bishop/n;divide/n;episcopal/j;gay/j;openly/r	9	about/i;america/n;and/c;as/i;begin/v;bishop/n;divide/n;elect/v;episcopal/j;feel/v;gay/j;gene/n;openly/r;robinson/n;that/c;when/r	16	america/n;begin/v;episcopal/j;gay/j	4.0	america/n;begin/v;episcopal/j;gay/j	4.0	america/n;begin/v;elect/v;episcopal/j;gay/j;gene/n	6	america/n;begin/v;episcopal/j;gay/j;openly/r	5.0	america/n;begin/v;episcopal/j;gay/j;openly/r	5.0	america/n;begin/v;elect/v;episcopal/j;gay/j;gene/n;openly/r;when/r	8	america/n;begin/v;bishop/n;divide/n;episcopal/j;gay/j	6.0	america/n;begin/v;bishop/n;divide/n;episcopal/j;gay/j	6.0	america/n;begin/v;bishop/n;divide/n;elect/v;episcopal/j;feel/v;gay/j;gene/n;robinson/n	10	america/n;and/c;as/i;begin/v;bishop/n;divide/n;episcopal/j;gay/j;openly/r	9	america/n;and/c;as/i;begin/v;bishop/n;divide/n;episcopal/j;gay/j;openly/r	9	about/i;america/n;and/c;as/i;begin/v;bishop/n;divide/n;elect/v;episcopal/j;feel/v;gay/j;gene/n;openly/r;robinson/n;that/c;when/r	16	america/n;begin/v;episcopal/j;gay/j	4.0	america/n;begin/v;episcopal/j;gay/j	4.0	america/n;begin/v;elect/v;episcopal/j;gay/j;gene/n	6.0	america/n;begin/v;episcopal/j;gay/j;openly/r	5.0	america/n;begin/v;episcopal/j;gay/j;openly/r	5.0	america/n;begin/v;elect/v;episcopal/j;gay/j;gene/n;openly/r;when/r	8
church/n/wlp_gb_g04/11796988	close/v;grieve/v	2.0	close/v;grieve/v	2.0	can/v;close/v;come/v;debt/n;grieve/v;loss/n;money/n;mrs/n;pet/n;raise/v;will/v	11	close/v;grieve/v;of/i	3	close/v;grieve/v;of/i	3	can/v;close/v;come/v;debt/n;grieve/v;loss/n;money/n;mrs/n;of/i;pet/n;raise/v;unless/c;will/v	13	close/v	1.0	close/v	1.0	close/v;debt/n;mrs/n;pet/n;will/v	5	close/v;of/i	2.0	close/v;of/i	2.0	close/v;debt/n;mrs/n;of/i;pet/n;unless/c;will/v	7	close/v	1.0	close/v	1.0	can/v;close/v;debt/n;money/n;mrs/n;raise/v;will/v	7	close/v	1	close/v	1	can/v;close/v;debt/n;money/n;mrs/n;raise/v;unless/c;will/v	8	close/v	1.0	close/v	1.0	close/v;debt/n;mrs/n;will/v	4.0	close/v	1.0	close/v	1.0	close/v;debt/n;mrs/n;unless/c;will/v	5
church/n/wlp_gb_g04/11998162	activity/n;context/n;life/n;ministry/n;rural/j;understanding/n	6.0	activity/n;context/n;life/n;ministry/n;rural/j;understanding/n	6.0	activity/n;better/j;context/n;fun/j;life/n;ministry/n;rural/j;understanding/n;variety/n	9	activity/n;as/i;context/n;life/n;ministry/n;of/i;rural/j;understanding/n;well/i	9	activity/n;as/i;context/n;life/n;ministry/n;of/i;rural/j;understanding/n;well/i	9	activity/n;as/i;better/j;context/n;for/i;fun/j;it/p;life/n;ministry/n;of/i;rural/j;understanding/n;variety/n;well/i	14	context/n;ministry/n	2.0	context/n;ministry/n	2.0	context/n;ministry/n	2	as/i;context/n;ministry/n;well/i	4.0	as/i;context/n;ministry/n;well/i	4.0	as/i;context/n;for/i;ministry/n;well/i	5	activity/n;context/n;life/n;ministry/n;rural/j;understanding/n	6.0	activity/n;context/n;life/n;ministry/n;rural/j;understanding/n	6.0	activity/n;better/j;context/n;fun/j;life/n;ministry/n;rural/j;understanding/n;variety/n	9	activity/n;as/i;context/n;life/n;ministry/n;of/i;rural/j;understanding/n;well/i	9	activity/n;as/i;context/n;life/n;ministry/n;of/i;rural/j;understanding/n;well/i	9	activity/n;as/i;better/j;context/n;for/i;fun/j;it/p;life/n;ministry/n;of/i;rural/j;understanding/n;variety/n;well/i	14	context/n;ministry/n	2.0	context/n;ministry/n	2.0	context/n;ministry/n	2.0	as/i;context/n;ministry/n;well/i	4.0	as/i;context/n;ministry/n;well/i	4.0	as/i;context/n;for/i;ministry/n;well/i	5
church/n/wlp_gb_g04/12957765	begin/v;countless/j;official/j;old/j;painting/n;recognize/v	6.0	begin/v;countless/j;official/j;old/j;painting/n;recognize/v	6.0	be/v;begin/v;countless/j;may/v;official/j;old/j;painting/n;recognize/v;scene/n;will/v	10	begin/v;countless/j;from/i;in/i;official/j;old/j;painting/n;recognize/v	8	begin/v;countless/j;from/i;in/i;official/j;old/j;painting/n;recognize/v	8	be/v;because/c;begin/v;countless/j;from/i;in/i;it/p;may/v;official/j;old/j;painting/n;recognize/v;scene/n;will/v;you/p	15	begin/v;countless/j;painting/n	3.0	begin/v;countless/j;painting/n	3.0	begin/v;countless/j;painting/n	3	begin/v;countless/j;from/i;in/i;painting/n	5.0	begin/v;countless/j;from/i;in/i;painting/n	5.0	because/c;begin/v;countless/j;from/i;in/i;it/p;painting/n	7	begin/v;countless/j;official/j;old/j;painting/n;recognize/v	6.0	begin/v;countless/j;official/j;old/j;painting/n;recognize/v	6.0	be/v;begin/v;countless/j;may/v;official/j;old/j;painting/n;recognize/v;scene/n;will/v	10	begin/v;countless/j;from/i;in/i;official/j;old/j;painting/n;recognize/v	8	begin/v;countless/j;from/i;in/i;official/j;old/j;painting/n;recognize/v	8	be/v;because/c;begin/v;countless/j;from/i;in/i;it/p;may/v;official/j;old/j;painting/n;recognize/v;scene/n;will/v;you/p	15	begin/v;countless/j;painting/n	3.0	begin/v;countless/j;painting/n	3.0	begin/v;countless/j;painting/n	3.0	begin/v;countless/j;from/i;in/i;painting/n	5.0	begin/v;countless/j;from/i;in/i;painting/n	5.0	because/c;begin/v;countless/j;from/i;in/i;it/p;painting/n	7
church/n/wlp_gb_g04/17239263	adjacent/j;build/v;church/n;closed/j;history/n;monastery/n;saturday/n;sundays/n	8.0	adjacent/j;build/v;church/n;closed/j;history/n;monastery/n;saturday/n;sundays/n	8.0	adjacent/j;be/v;build/v;chorus/n;church/n;closed/j;history/n;monastery/n;monday/n;saturday/n;sundays/n	11	adjacent/j;and/c;build/v;church/n;closed/j;history/n;monastery/n;saturday/n;sundays/n;to/i	10	adjacent/j;and/c;build/v;church/n;closed/j;history/n;monastery/n;saturday/n;sundays/n;to/i	10	adjacent/j;and/c;be/v;build/v;chorus/n;church/n;closed/j;history/n;monastery/n;monday/n;on/i;saturday/n;sundays/n;to/i	14	church/n;closed/j;history/n;sundays/n	4.0	church/n;closed/j;history/n;sundays/n	4.0	chorus/n;church/n;closed/j;history/n;sundays/n	5	and/c;church/n;closed/j;history/n;sundays/n	5.0	and/c;church/n;closed/j;history/n;sundays/n	5.0	and/c;chorus/n;church/n;closed/j;history/n;sundays/n	6	closed/j;saturday/n;sundays/n	3.0	closed/j;saturday/n;sundays/n	3.0	chorus/n;closed/j;monday/n;saturday/n;sundays/n	5	closed/j;saturday/n;sundays/n;to/i	4	closed/j;saturday/n;sundays/n;to/i	4	chorus/n;closed/j;monday/n;saturday/n;sundays/n;to/i	6	closed/j;sundays/n	2.0	closed/j;sundays/n	2.0	chorus/n;closed/j;sundays/n	3.0	closed/j;sundays/n	2.0	closed/j;sundays/n	2.0	chorus/n;closed/j;sundays/n	3
church/n/wlp_gb_g04/17245394	belong/v;complex/n;history/n;house/n;open/v;portakabin/n;school/n;schoolroom/n	8.0	belong/v;complex/n;history/n;house/n;open/v;portakabin/n;school/n;schoolroom/n	8.0	accessible/j;be/v;belong/v;complex/n;history/n;house/n;open/v;portakabin/n;school/n;schoolroom/n	10	and/c;belong/v;complex/n;history/n;house/n;open/v;portakabin/n;school/n;schoolroom/n;times/i;to/i	11	and/c;belong/v;complex/n;history/n;house/n;open/v;portakabin/n;school/n;schoolroom/n;times/i;to/i	11	accessible/j;and/c;be/v;belong/v;complex/n;history/n;house/n;not/x;now/r;open/v;portakabin/n;school/n;schoolroom/n;so/r;times/i;to/i;usually/r	17	belong/v;house/n;portakabin/n;school/n;schoolroom/n	5.0	belong/v;house/n;portakabin/n;school/n;schoolroom/n	5.0	belong/v;house/n;portakabin/n;school/n;schoolroom/n	5	and/c;belong/v;house/n;portakabin/n;school/n;schoolroom/n;to/i	7.0	and/c;belong/v;house/n;portakabin/n;school/n;schoolroom/n;to/i	7.0	and/c;belong/v;house/n;portakabin/n;school/n;schoolroom/n;so/r;to/i	8	belong/v;complex/n;house/n;open/v;portakabin/n;school/n;schoolroom/n	7.0	belong/v;complex/n;house/n;open/v;portakabin/n;school/n;schoolroom/n	7.0	accessible/j;be/v;belong/v;complex/n;house/n;open/v;portakabin/n;school/n;schoolroom/n	9	and/c;belong/v;complex/n;house/n;open/v;portakabin/n;school/n;schoolroom/n;times/i;to/i	10	and/c;belong/v;complex/n;house/n;open/v;portakabin/n;school/n;schoolroom/n;times/i;to/i	10	accessible/j;and/c;be/v;belong/v;complex/n;house/n;not/x;now/r;open/v;portakabin/n;school/n;schoolroom/n;so/r;times/i;to/i;usually/r	16	belong/v;house/n;portakabin/n;school/n;schoolroom/n	5.0	belong/v;house/n;portakabin/n;school/n;schoolroom/n	5.0	belong/v;house/n;portakabin/n;school/n;schoolroom/n	5.0	and/c;belong/v;house/n;portakabin/n;school/n;schoolroom/n;to/i	7.0	and/c;belong/v;house/n;portakabin/n;school/n;schoolroom/n;to/i	7.0	and/c;belong/v;house/n;portakabin/n;school/n;schoolroom/n;so/r;to/i	8
church/n/wlp_gb_g04/17463683	backlash/n;england/n;group/n;meet/v	4.0	backlash/n;england/n;group/n;meet/v	4.0	backlash/n;blood/n;england/n;group/n;meet/v;night/n;patient/n;say/v;transplant/n	9	and/c;backlash/n;england/n;from/i;group/n;meet/v;of/i	7	and/c;backlash/n;england/n;from/i;group/n;meet/v;of/i	7	and/c;backlash/n;blood/n;england/n;from/i;group/n;meet/v;night/n;of/i;patient/n;say/v;transplant/n;who/p	13	backlash/n;england/n;meet/v	3.0	backlash/n;england/n;meet/v	3.0	backlash/n;england/n;meet/v;patient/n	4	and/c;backlash/n;england/n;from/i;meet/v;of/i	6.0	and/c;backlash/n;england/n;from/i;meet/v;of/i	6.0	and/c;backlash/n;england/n;from/i;meet/v;of/i;patient/n	7	backlash/n;england/n;group/n;meet/v	4.0	backlash/n;england/n;group/n;meet/v	4.0	backlash/n;blood/n;england/n;group/n;meet/v;night/n;patient/n;say/v;transplant/n	9	and/c;backlash/n;england/n;from/i;group/n;meet/v;of/i	7	and/c;backlash/n;england/n;from/i;group/n;meet/v;of/i	7	and/c;backlash/n;blood/n;england/n;from/i;group/n;meet/v;night/n;of/i;patient/n;say/v;transplant/n;who/p	13	backlash/n;england/n;meet/v	3.0	backlash/n;england/n;meet/v	3.0	backlash/n;england/n;meet/v;patient/n	4.0	and/c;backlash/n;england/n;from/i;meet/v;of/i	6.0	and/c;backlash/n;england/n;from/i;meet/v;of/i	6.0	and/c;backlash/n;england/n;from/i;meet/v;of/i;patient/n	7
church/n/wlp_gb_g04/21054374	speak/v;woman/n	2.0	speak/v;woman/n	2.0	be/v;do/v;killer/n;make/v;pregnant/j;prime/j;speak/v;termination/n;woman/n	9	against/i;doubtless/r;of/i;speak/v;woman/n	5	against/i;doubtless/r;of/i;speak/v;woman/n	5	against/i;be/v;but/c;certainly/r;do/v;doubtless/r;killer/n;make/v;not/x;of/i;out/r;pregnant/j;prime/j;speak/v;termination/n;they/p;woman/n	17	speak/v;woman/n	2.0	speak/v;woman/n	2.0	pregnant/j;speak/v;woman/n	3	against/i;doubtless/r;of/i;speak/v;woman/n	5.0	against/i;doubtless/r;of/i;speak/v;woman/n	5.0	against/i;but/c;doubtless/r;of/i;out/r;pregnant/j;speak/v;woman/n	8	speak/v;woman/n	2.0	speak/v;woman/n	2.0	be/v;do/v;killer/n;make/v;pregnant/j;prime/j;speak/v;termination/n;woman/n	9	against/i;doubtless/r;of/i;speak/v;woman/n	5	against/i;doubtless/r;of/i;speak/v;woman/n	5	against/i;be/v;but/c;certainly/r;do/v;doubtless/r;killer/n;make/v;not/x;of/i;out/r;pregnant/j;prime/j;speak/v;termination/n;they/p;woman/n	17	speak/v;woman/n	2.0	speak/v;woman/n	2.0	pregnant/j;speak/v;woman/n	3.0	against/i;doubtless/r;of/i;speak/v;woman/n	5.0	against/i;doubtless/r;of/i;speak/v;woman/n	5.0	against/i;but/c;doubtless/r;of/i;out/r;pregnant/j;speak/v;woman/n	8
church/n/wlp_gb_g04/22595302	attend/v;close/v;haghia/n;irene/n;peek/n;rock/n	6.0	attend/v;close/v;haghia/n;irene/n;peek/n;rock/n	6.0	attend/v;close/v;coke/n;get/v;haghia/n;irene/n;peek/n;public/n;rare/j;rock/n	10	attend/v;close/v;haghia/n;inside/i;irene/n;peek/n;rock/n;to/i	8	attend/v;close/v;haghia/n;inside/i;irene/n;peek/n;rock/n;to/i	8	attend/v;close/v;coke/n;get/v;haghia/n;inside/i;irene/n;just/r;normally/r;peek/n;public/n;rare/j;rock/n;to/i	14	close/v;haghia/n;irene/n;peek/n	4.0	close/v;haghia/n;irene/n;peek/n	4.0	close/v;haghia/n;irene/n;peek/n;public/n;rare/j	6	close/v;haghia/n;inside/i;irene/n;peek/n;to/i	6.0	close/v;haghia/n;inside/i;irene/n;peek/n;to/i	6.0	close/v;haghia/n;inside/i;irene/n;normally/r;peek/n;public/n;rare/j;to/i	9	attend/v;close/v;haghia/n;irene/n;peek/n;rock/n	6.0	attend/v;close/v;haghia/n;irene/n;peek/n;rock/n	6.0	attend/v;close/v;coke/n;get/v;haghia/n;irene/n;peek/n;public/n;rare/j;rock/n	10	attend/v;close/v;haghia/n;inside/i;irene/n;peek/n;rock/n;to/i	8	attend/v;close/v;haghia/n;inside/i;irene/n;peek/n;rock/n;to/i	8	attend/v;close/v;coke/n;get/v;haghia/n;inside/i;irene/n;just/r;normally/r;peek/n;public/n;rare/j;rock/n;to/i	14	close/v;haghia/n;irene/n;peek/n	4.0	close/v;haghia/n;irene/n;peek/n	4.0	close/v;haghia/n;irene/n;peek/n;public/n;rare/j	6.0	close/v;haghia/n;inside/i;irene/n;peek/n;to/i	6.0	close/v;haghia/n;inside/i;irene/n;peek/n;to/i	6.0	close/v;haghia/n;inside/i;irene/n;normally/r;peek/n;public/n;rare/j;to/i	9
church/n/wlp_gb_g04/6919696	architecture/n;city/n;cobbled/j;gothic/j;mosque/n;polish/j;square/n;visit/v	8.0	architecture/n;city/n;cobbled/j;gothic/j;mosque/n;polish/j;square/n;visit/v	8.0	architecture/n;be/v;capital/n;city/n;cobbled/j;draw/v;gothic/j;mosque/n;polish/j;square/n;thousand/n;visit/v	12	and/c;architecture/n;city/n;cobbled/j;gothic/j;mosque/n;of/i;polish/j;square/n;visit/v	10	and/c;architecture/n;city/n;cobbled/j;gothic/j;mosque/n;of/i;polish/j;square/n;visit/v	10	and/c;architecture/n;be/v;capital/n;city/n;cobbled/j;draw/v;gothic/j;mosque/n;of/i;polish/j;square/n;thousand/n;until/i;visit/v	15	architecture/n;cobbled/j;gothic/j;mosque/n;square/n	5.0	architecture/n;cobbled/j;gothic/j;mosque/n;square/n	5.0	architecture/n;cobbled/j;gothic/j;mosque/n;square/n	5	and/c;architecture/n;cobbled/j;gothic/j;mosque/n;square/n	6.0	and/c;architecture/n;cobbled/j;gothic/j;mosque/n;square/n	6.0	and/c;architecture/n;cobbled/j;gothic/j;mosque/n;square/n;until/i	7	architecture/n;city/n;cobbled/j;gothic/j;mosque/n;polish/j;square/n;visit/v	8.0	architecture/n;city/n;cobbled/j;gothic/j;mosque/n;polish/j;square/n;visit/v	8.0	architecture/n;be/v;capital/n;city/n;cobbled/j;draw/v;gothic/j;mosque/n;polish/j;square/n;thousand/n;visit/v	12	and/c;architecture/n;city/n;cobbled/j;gothic/j;mosque/n;of/i;polish/j;square/n;visit/v	10	and/c;architecture/n;city/n;cobbled/j;gothic/j;mosque/n;of/i;polish/j;square/n;visit/v	10	and/c;architecture/n;be/v;capital/n;city/n;cobbled/j;draw/v;gothic/j;mosque/n;of/i;polish/j;square/n;thousand/n;until/i;visit/v	15	architecture/n;cobbled/j;gothic/j;mosque/n;square/n	5.0	architecture/n;cobbled/j;gothic/j;mosque/n;square/n	5.0	architecture/n;cobbled/j;gothic/j;mosque/n;square/n	5.0	and/c;architecture/n;cobbled/j;gothic/j;mosque/n;square/n	6.0	and/c;architecture/n;cobbled/j;gothic/j;mosque/n;square/n	6.0	and/c;architecture/n;cobbled/j;gothic/j;mosque/n;square/n;until/i	7
church/n/wlp_gb_g05/11248280	church/n;dei/n;opus/n;promote/v;sickly/j	5.0	church/n;dei/n;opus/n;promote/v;sickly/j	5.0	church/n;clique/n;dei/n;invitation/n;legionary/n;opus/n;private/j;promote/v;sickly/j	9	and/c;by/i;church/n;dei/n;of/i;opus/n;promote/v;sickly/j;within/i	9	and/c;by/i;church/n;dei/n;of/i;opus/n;promote/v;sickly/j;within/i	9	and/c;by/i;church/n;clique/n;dei/n;invitation/n;legionary/n;like/i;of/i;only/r;opus/n;private/j;promote/v;sickly/j;while/c;within/i	16	church/n;dei/n;opus/n	3.0	church/n;dei/n;opus/n	3.0	church/n;dei/n;invitation/n;opus/n;private/j	5	by/i;church/n;dei/n;opus/n;within/i	5.0	by/i;church/n;dei/n;opus/n;within/i	5.0	by/i;church/n;dei/n;invitation/n;like/i;only/r;opus/n;private/j;within/i	9	church/n;dei/n;opus/n;promote/v;sickly/j	5.0	church/n;dei/n;opus/n;promote/v;sickly/j	5.0	church/n;clique/n;dei/n;invitation/n;legionary/n;opus/n;private/j;promote/v;sickly/j	9	and/c;by/i;church/n;dei/n;of/i;opus/n;promote/v;sickly/j;within/i	9	and/c;by/i;church/n;dei/n;of/i;opus/n;promote/v;sickly/j;within/i	9	and/c;by/i;church/n;clique/n;dei/n;invitation/n;legionary/n;like/i;of/i;only/r;opus/n;private/j;promote/v;sickly/j;while/c;within/i	16	church/n;dei/n;opus/n	3.0	church/n;dei/n;opus/n	3.0	church/n;dei/n;invitation/n;opus/n;private/j	5.0	by/i;church/n;dei/n;opus/n;within/i	5.0	by/i;church/n;dei/n;opus/n;within/i	5.0	by/i;church/n;dei/n;invitation/n;like/i;only/r;opus/n;private/j;within/i	9
church/n/wlp_gb_g05/13627704	should/v;wing/n	2.0	should/v;wing/n	2.0	be/v;day/n;right/j;scribe/n;should/v;surprised/j;wing/n	7	of/i;should/v;wing/n	3	of/i;should/v;wing/n	3	be/v;day/n;of/i;right/j;scribe/n;seemingly/r;should/v;surprised/j;that/c;we/p;why/r;wing/n	12	should/v;wing/n	2.0	should/v;wing/n	2.0	day/n;right/j;should/v;wing/n	4	of/i;should/v;wing/n	3.0	of/i;should/v;wing/n	3.0	day/n;of/i;right/j;should/v;why/r;wing/n	6	wing/n	1.0	wing/n	1.0	be/v;day/n;right/j;scribe/n;wing/n	5	of/i;wing/n	2	of/i;wing/n	2	be/v;day/n;of/i;right/j;scribe/n;seemingly/r;wing/n	7	wing/n	1.0	wing/n	1.0	day/n;right/j;wing/n	3.0	of/i;wing/n	2.0	of/i;wing/n	2.0	day/n;of/i;right/j;wing/n	4
church/n/wlp_gb_g05/14635848	god/n;king/n;parade/n;sing/v	4.0	god/n;king/n;parade/n;sing/v	4.0	god/n;king/n;mind/v;parade/n;save/v;sing/v;use/v	7	god/n;in/i;king/n;parade/n;sing/v	5	god/n;in/i;king/n;parade/n;sing/v	5	even/r;god/n;in/i;king/n;mind/v;never/r;parade/n;save/v;sing/v;use/v;we/p	11	parade/n	1.0	parade/n	1.0	mind/v;parade/n;save/v	3	in/i;parade/n	2.0	in/i;parade/n	2.0	in/i;mind/v;never/r;parade/n;save/v	5	god/n;king/n;parade/n;sing/v	4.0	god/n;king/n;parade/n;sing/v	4.0	god/n;king/n;mind/v;parade/n;save/v;sing/v;use/v	7	god/n;in/i;king/n;parade/n;sing/v	5	god/n;in/i;king/n;parade/n;sing/v	5	even/r;god/n;in/i;king/n;mind/v;never/r;parade/n;save/v;sing/v;use/v;we/p	11	parade/n	1.0	parade/n	1.0	mind/v;parade/n;save/v	3.0	in/i;parade/n	2.0	in/i;parade/n	2.0	in/i;mind/v;never/r;parade/n;save/v	5
