_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
haten.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.2488524242030242	0.18089334932424686	NA	NA	bound	374	lex	5_5	1	no	FOC	374	all	4_4	211	haten	0.28084337847673907	BOW
haten.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.2544847316521074	-0.02663411697216221	NA	NA	bound	368	all	5_5	1	weight	5000	5000	nav	4_4	228	haten	0.23327440059445878	BOW
haten.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	0.028354910363651627	-0.09951690998236822	NA	NA	bound	368	all	5_5	1	weight	5000	5000	all	4_4	228	haten	0.26478650885018856	BOW
haten.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.30219684526818	0.10366701410479258	NA	NA	bound	368	all	5_5	1	weight	FOC	180	nav	4_4	228	haten	0.2348468216167541	BOW
haten.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	0.3068905683407435	0.08657220398258547	NA	NA	bound	368	all	5_5	1	weight	FOC	368	all	4_4	228	haten	0.21947239554862266	BOW
haten.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.11333199598465205	-0.020470829795281312	NA	NA	bound	368	all	5_5	1	selection	5000	5000	nav	4_4	228	haten	0.21903629319522877	BOW
haten.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	-0.10042312179381982	-0.21798757633896193	NA	NA	bound	368	all	5_5	1	selection	5000	5000	all	4_4	228	haten	0.26451427912945635	BOW
haten.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.2035625163158143	0.07947003960865341	NA	NA	bound	368	all	5_5	1	selection	FOC	180	nav	4_4	228	haten	0.2276147257046828	BOW
haten.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.21041277451838686	0.06843566096999851	NA	NA	bound	368	all	5_5	1	selection	FOC	368	all	4_4	228	haten	0.20991087923059074	BOW
haten.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.07457669315520324	-0.015781062388816536	NA	NA	bound	548	all	5_5	1	no	5000	5000	nav	4_4	229	haten	0.21631407555326787	BOW
haten.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	-0.12993686111043196	-0.2971415808101405	NA	NA	bound	548	all	5_5	1	no	5000	5000	all	4_4	229	haten	0.252942834602704	BOW
haten.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.17811065764439488	0.09184851749265865	NA	NA	bound	548	all	5_5	1	no	FOC	282	nav	4_4	229	haten	0.2209928656425017	BOW
haten.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	0.18157112322836713	0.08504395634945243	NA	NA	bound	548	all	5_5	1	no	FOC	548	all	4_4	229	haten	0.20265939552291212	BOW
haten.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.2295628225230176	-0.03496108270796305	NA	NA	bound	188	lex	3_3	1	weight	5000	5000	nav	4_4	172	haten	0.2859250808575795	BOW
haten.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.2473828139215412	-0.13868973388686914	NA	NA	bound	188	lex	3_3	1	weight	5000	5000	all	4_4	172	haten	0.2917383971550584	BOW
haten.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.23766668799342622	0.09498529799686466	NA	NA	bound	188	lex	3_3	1	weight	FOC	142	nav	4_4	172	haten	0.31550656867376325	BOW
haten.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.23344792824639363	0.06893035799162203	NA	NA	bound	188	lex	3_3	1	weight	FOC	188	all	4_4	172	haten	0.31249522377945926	BOW
haten.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.24855530487851435	-0.03661383961495081	NA	NA	bound	188	lex	3_3	1	selection	5000	5000	nav	4_4	172	haten	0.28251313611681944	BOW
haten.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.2593162709223249	-0.1359120817309477	NA	NA	bound	188	lex	3_3	1	selection	5000	5000	all	4_4	172	haten	0.2829922145246619	BOW
haten.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.24665833118786915	0.09298129245472252	NA	NA	bound	188	lex	3_3	1	selection	FOC	142	nav	4_4	172	haten	0.3105886026269855	BOW
haten.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.24219512990079772	0.07065371520112518	NA	NA	bound	188	lex	3_3	1	selection	FOC	188	all	4_4	172	haten	0.309104583510679	BOW
haten.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.32121841207412655	-0.023571615611542092	NA	NA	bound	254	lex	3_3	1	no	5000	5000	nav	4_4	196	haten	0.28196995076660564	BOW
haten.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	-0.3143611030003788	-0.15265308650824216	NA	NA	bound	254	lex	3_3	1	no	5000	5000	all	4_4	196	haten	0.28087556449628437	BOW
haten.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.3196170294163108	0.12043765350553103	NA	NA	bound	254	lex	3_3	1	no	FOC	195	nav	4_4	196	haten	0.2960131784648696	BOW
haten.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.31231185838088993	0.11230973869720681	NA	NA	bound	254	lex	3_3	1	no	FOC	254	all	4_4	196	haten	0.2935714211560608	BOW
haten.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	0.32357838795321225	-0.054104195099000864	NA	NA	bound	288	all	3_3	1	weight	5000	5000	nav	4_4	227	haten	0.23830491091262507	BOW
haten.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	0.1273220975683069	-0.16404057896003785	NA	NA	bound	288	all	3_3	1	weight	5000	5000	all	4_4	227	haten	0.261854564720867	BOW
haten.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	0.35625107312746757	0.06907470710567332	NA	NA	bound	288	all	3_3	1	weight	FOC	142	nav	4_4	227	haten	0.23960871443822213	BOW
haten.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	0.3610766890372856	0.05279497736364043	NA	NA	bound	288	all	3_3	1	weight	FOC	288	all	4_4	227	haten	0.22387729648566976	BOW
haten.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.16129261938007308	-0.06492124051039044	NA	NA	bound	288	all	3_3	1	selection	5000	5000	nav	4_4	227	haten	0.22902744382187681	BOW
haten.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	-0.04435788759412286	-0.22726475032126076	NA	NA	bound	288	all	3_3	1	selection	5000	5000	all	4_4	227	haten	0.2639604844119952	BOW
haten.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.24610036814535857	0.04560989369979721	NA	NA	bound	288	all	3_3	1	selection	FOC	142	nav	4_4	227	haten	0.2401839682244031	BOW
haten.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.2601869564725181	0.036137800523416114	NA	NA	bound	288	all	3_3	1	selection	FOC	288	all	4_4	227	haten	0.22279179646666533	BOW
haten.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	0.11723755729803782	-0.05845730740630499	NA	NA	bound	384	all	3_3	1	no	5000	5000	nav	4_4	229	haten	0.23206431223705187	BOW
haten.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	-0.08586903635540087	-0.2885920830123514	NA	NA	bound	384	all	3_3	1	no	5000	5000	all	4_4	229	haten	0.26216624457539633	BOW
haten.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.22600208645099887	0.07121405247706915	NA	NA	bound	384	all	3_3	1	no	FOC	195	nav	4_4	229	haten	0.23015882740683472	BOW
haten.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	0.23612044041804364	0.058409566413229884	NA	NA	bound	384	all	3_3	1	no	FOC	384	all	4_4	229	haten	0.21528660192439447	BOW
haten.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.4027907133302645	0.06666328511573438	NA	NA	nobound	435	lex	10_10	1	weight	5000	5000	nav	4_4	225	haten	0.2674984911876561	BOW
haten.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.43435899989177623	-0.10007738132727105	NA	NA	nobound	435	lex	10_10	1	weight	5000	5000	all	4_4	225	haten	0.27390024144304037	BOW
haten.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.36343516672213283	0.2700924940840617	NA	NA	nobound	435	lex	10_10	1	weight	FOC	325	nav	4_4	225	haten	0.2752029274273413	BOW
haten.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.35120858712612957	0.2574481654075476	NA	NA	nobound	435	lex	10_10	1	weight	FOC	435	all	4_4	225	haten	0.27399464621936354	BOW
haten.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.4418087713122476	0.12842657225450846	NA	NA	nobound	435	lex	10_10	1	selection	5000	5000	nav	4_4	225	haten	0.2500806492831207	BOW
haten.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.4709042755902259	-0.09681021036032336	NA	NA	nobound	435	lex	10_10	1	selection	5000	5000	all	4_4	225	haten	0.25772060411040787	BOW
haten.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.33784896427589206	0.3132218839531519	NA	NA	nobound	435	lex	10_10	1	selection	FOC	325	nav	4_4	225	haten	0.2585471548428778	BOW
haten.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.3301427495224134	0.30402000087563796	NA	NA	nobound	435	lex	10_10	1	selection	FOC	435	all	4_4	225	haten	0.2565956185498439	BOW
haten.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.2941355239353783	0.31733615093044293	NA	NA	nobound	950	lex	10_10	1	no	5000	5000	nav	4_4	228	haten	0.26964023421971606	BOW
haten.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.5115411724057956	-0.1816229941142173	NA	NA	nobound	950	lex	10_10	1	no	5000	5000	all	4_4	228	haten	0.26157342597529254	BOW
haten.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.19672746630786356	0.36669675255106593	NA	NA	nobound	950	lex	10_10	1	no	FOC	717	nav	4_4	228	haten	0.2602764011823101	BOW
haten.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.1786256453000496	0.36922277178791857	NA	NA	nobound	950	lex	10_10	1	no	FOC	950	all	4_4	228	haten	0.2560211891888927	BOW
haten.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.1782205166372689	0.19205195070248232	NA	NA	nobound	618	all	10_10	1	weight	5000	5000	nav	4_4	229	haten	0.22390991771946583	BOW
haten.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.13419465172211573	-0.16392157880620267	NA	NA	nobound	618	all	10_10	1	weight	5000	5000	all	4_4	229	haten	0.2572003317929382	BOW
haten.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.2534097875917396	0.22381511890624745	NA	NA	nobound	618	all	10_10	1	weight	FOC	325	nav	4_4	229	haten	0.21511606237602138	BOW
haten.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.26813617448195964	0.19775688061969038	NA	NA	nobound	618	all	10_10	1	weight	FOC	618	all	4_4	229	haten	0.20488827254122227	BOW
haten.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.050946459665080386	0.20815614904321444	NA	NA	nobound	618	all	10_10	1	selection	5000	5000	nav	4_4	229	haten	0.23995517034616407	BOW
haten.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	-0.24079204810458896	-0.28627133292504375	NA	NA	nobound	618	all	10_10	1	selection	5000	5000	all	4_4	229	haten	0.25915246407390713	BOW
haten.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.16098198279982426	0.24976366817696571	NA	NA	nobound	618	all	10_10	1	selection	FOC	325	nav	4_4	229	haten	0.2211543013691113	BOW
haten.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.18521215294401974	0.22459369961578635	NA	NA	nobound	618	all	10_10	1	selection	FOC	618	all	4_4	229	haten	0.21091785329795454	BOW
haten.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	0.01254676687107665	0.3305467974336297	NA	NA	nobound	1305	all	10_10	1	no	5000	5000	nav	4_4	229	haten	0.23015942146387866	BOW
haten.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	-0.3050178873327521	-0.44384045582639997	NA	NA	nobound	1305	all	10_10	1	no	5000	5000	all	4_4	229	haten	0.2343555660926837	BOW
haten.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	0.11330410151722119	0.2835397376313506	NA	NA	nobound	1305	all	10_10	1	no	FOC	717	nav	4_4	229	haten	0.22295704724654636	BOW
haten.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	0.1307584900457652	0.29037095760471476	NA	NA	nobound	1305	all	10_10	1	no	FOC	1305	all	4_4	229	haten	0.2111309693511577	BOW
haten.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.3272462055218788	0.0037284343918876288	NA	NA	nobound	304	lex	5_5	1	weight	5000	5000	nav	4_4	214	haten	0.2764306432998929	BOW
haten.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.3566016960645446	-0.1209625514559311	NA	NA	nobound	304	lex	5_5	1	weight	5000	5000	all	4_4	214	haten	0.28621181698858533	BOW
haten.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.33437153169271366	0.18473825809618796	NA	NA	nobound	304	lex	5_5	1	weight	FOC	219	nav	4_4	214	haten	0.30264237615969686	BOW
haten.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.32527143305728745	0.15878838302749518	NA	NA	nobound	304	lex	5_5	1	weight	FOC	304	all	4_4	214	haten	0.3003929546340328	BOW
haten.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.3732847643355379	0.019734097252579953	NA	NA	nobound	304	lex	5_5	1	selection	5000	5000	nav	4_4	214	haten	0.26532286455325466	BOW
haten.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.3899834745285404	-0.1252923358987742	NA	NA	nobound	304	lex	5_5	1	selection	5000	5000	all	4_4	214	haten	0.2765155493503304	BOW
haten.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.3391953838600129	0.1910949562615868	NA	NA	nobound	304	lex	5_5	1	selection	FOC	219	nav	4_4	214	haten	0.28863526032600506	BOW
haten.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.33444025194664345	0.16867183843722006	NA	NA	nobound	304	lex	5_5	1	selection	FOC	304	all	4_4	214	haten	0.2869707234629706	BOW
haten.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.4189108602823776	0.0722325037876529	NA	NA	nobound	485	lex	5_5	1	no	5000	5000	nav	4_4	226	haten	0.2556114352421385	BOW
haten.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.40671991845987115	-0.13794415124135664	NA	NA	nobound	485	lex	5_5	1	no	5000	5000	all	4_4	226	haten	0.26649766148823306	BOW
haten.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.2887209072538009	0.25964287899354715	NA	NA	nobound	485	lex	5_5	1	no	FOC	363	nav	4_4	226	haten	0.27244541152856655	BOW
haten.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.2741399074722914	0.2624604589185235	NA	NA	nobound	485	lex	5_5	1	no	FOC	485	all	4_4	226	haten	0.26768281698554125	BOW
haten.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.23102510991286299	0.12289685678094525	NA	NA	nobound	446	all	5_5	1	weight	5000	5000	nav	4_4	229	haten	0.23515163623492288	BOW
haten.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	-0.042157782337343484	-0.11197496656524043	NA	NA	nobound	446	all	5_5	1	weight	5000	5000	all	4_4	229	haten	0.26227257521756653	BOW
haten.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.28191028827200715	0.16102335539814935	NA	NA	nobound	446	all	5_5	1	weight	FOC	219	nav	4_4	229	haten	0.23050390798676404	BOW
haten.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	0.29709861359671025	0.1448953030961584	NA	NA	nobound	446	all	5_5	1	weight	FOC	446	all	4_4	229	haten	0.2161166028210166	BOW
haten.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.07573429700983758	0.043917787470244406	NA	NA	nobound	446	all	5_5	1	selection	5000	5000	nav	4_4	229	haten	0.23978411362653607	BOW
haten.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	-0.16030618611168548	-0.2354492937794327	NA	NA	nobound	446	all	5_5	1	selection	5000	5000	all	4_4	229	haten	0.2683768490308965	BOW
haten.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.18128470764308627	0.1490237043859484	NA	NA	nobound	446	all	5_5	1	selection	FOC	219	nav	4_4	229	haten	0.2254234330605232	BOW
haten.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.20176967038508054	0.14293890361212078	NA	NA	nobound	446	all	5_5	1	selection	FOC	446	all	4_4	229	haten	0.20919379239076188	BOW
haten.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	0.029159871604136363	0.10600028309432562	NA	NA	nobound	698	all	5_5	1	no	5000	5000	nav	4_4	229	haten	0.2369952982843544	BOW
haten.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	-0.19204376692861874	-0.3226362009618525	NA	NA	nobound	698	all	5_5	1	no	5000	5000	all	4_4	229	haten	0.2679498991680659	BOW
haten.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.15110832832916082	0.18510752826321258	NA	NA	nobound	698	all	5_5	1	no	FOC	363	nav	4_4	229	haten	0.2202099557227319	BOW
haten.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	0.16664179805887008	0.18695710750080755	NA	NA	nobound	698	all	5_5	1	no	FOC	698	all	4_4	229	haten	0.20534861986401623	BOW
haten.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.2511602983981268	-0.028959736879801138	NA	NA	nobound	206	lex	3_3	1	weight	5000	5000	nav	4_4	179	haten	0.2855547779068651	BOW
haten.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.26884265615237085	-0.14208077651258844	NA	NA	nobound	206	lex	3_3	1	weight	5000	5000	all	4_4	179	haten	0.29004299731945	BOW
haten.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.24970730629910193	0.1022305984655344	NA	NA	nobound	206	lex	3_3	1	weight	FOC	154	nav	4_4	179	haten	0.30755876521950837	BOW
haten.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.25249050644969673	0.08031731208790234	NA	NA	nobound	206	lex	3_3	1	weight	FOC	206	all	4_4	179	haten	0.30859118327076357	BOW
haten.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.2764010855670373	-0.033343359815587795	NA	NA	nobound	206	lex	3_3	1	selection	5000	5000	nav	4_4	179	haten	0.28146423129834247	BOW
haten.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.2859912569399972	-0.14204284091264122	NA	NA	nobound	206	lex	3_3	1	selection	5000	5000	all	4_4	179	haten	0.28285430581342	BOW
haten.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.25544363255535174	0.1049466073681794	NA	NA	nobound	206	lex	3_3	1	selection	FOC	154	nav	4_4	179	haten	0.2982813815109572	BOW
