_model	model.x	model.y	foc_minimum_features	soc_length	soc_length_num	tokens	type	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_ppmi	soc_soc_pos	soc_soc_win	stress	foc_base	soc_vector	pam_cluster	is_medoid
stof.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	0.5128634259462085	0.05474238706804037	1	5000	5000	313	stof	NA	NA	bound	583	all	5_5	selection	all	4_4	0.2163711393529212	BOW	all_5000	c5	0
stof.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.12044788991861802	0.007300637830700689	1	FOC	375	313	stof	NA	NA	bound	583	all	5_5	selection	nav	4_4	0.17460611550802502	BOW	nav_FOC	c1	0
stof.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.10708169642102451	0.0036138844383882796	1	FOC	583	313	stof	NA	NA	bound	583	all	5_5	selection	all	4_4	0.17071481942752353	BOW	all_FOC	c1	0
stof.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.049229640362668504	0.034565809456416595	1	5000	5000	313	stof	NA	NA	bound	896	all	5_5	no	nav	4_4	0.23772226712129152	BOW	nav_5000	c3	0
stof.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	0.5719385561321467	0.011516868962778258	1	5000	5000	313	stof	NA	NA	bound	896	all	5_5	no	all	4_4	0.2080898405518695	BOW	all_5000	c5	0
stof.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.11614178950124365	-0.0092562373725734	1	FOC	542	313	stof	NA	NA	bound	896	all	5_5	no	nav	4_4	0.16131157141805263	BOW	nav_FOC	c3	0
stof.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	-0.10027368885145516	-0.017049769234774945	1	FOC	896	313	stof	NA	NA	bound	896	all	5_5	no	all	4_4	0.16435049717644717	BOW	all_FOC	c3	0
stof.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.14888753998543305	-0.02977711961722584	1	5000	5000	292	stof	NA	NA	bound	341	lex	3_3	weight	nav	4_4	0.16943464917979012	BOW	nav_5000	c6	0
stof.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	0.16435698946251662	-0.28528142958929315	1	5000	5000	292	stof	NA	NA	bound	341	lex	3_3	weight	all	4_4	0.22964875513089	BOW	all_5000	c2	0
stof.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.22175501984535614	0.017414560038280943	1	FOC	259	292	stof	NA	NA	bound	341	lex	3_3	weight	nav	4_4	0.1483537073004055	BOW	nav_FOC	c6	0
stof.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.21381829302809136	0.014108256590270254	1	FOC	341	292	stof	NA	NA	bound	341	lex	3_3	weight	all	4_4	0.14772927185401477	BOW	all_FOC	c6	0
stof.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.13278106858721048	-0.06876111363757345	1	5000	5000	292	stof	NA	NA	bound	341	lex	3_3	selection	nav	4_4	0.1679164389856576	BOW	nav_5000	c6	0
stof.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	0.22646279374730427	-0.32235409389374664	1	5000	5000	292	stof	NA	NA	bound	341	lex	3_3	selection	all	4_4	0.23675964037820765	BOW	all_5000	c2	0
stof.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.20264656735017617	0.014394298026255326	1	FOC	259	292	stof	NA	NA	bound	341	lex	3_3	selection	nav	4_4	0.1583812183699415	BOW	nav_FOC	c6	0
stof.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.2025806639764561	0.011246385296527425	1	FOC	341	292	stof	NA	NA	bound	341	lex	3_3	selection	all	4_4	0.15142255200257276	BOW	all_FOC	c6	0
stof.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.13586962221154664	-0.09954953924715779	1	5000	5000	307	stof	NA	NA	bound	455	lex	3_3	no	nav	4_4	0.1623097173371566	BOW	nav_5000	c6	0
stof.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	0.2478557987587781	-0.3938942476179882	1	5000	5000	307	stof	NA	NA	bound	455	lex	3_3	no	all	4_4	0.22203230259160614	BOW	all_5000	c2	0
stof.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.21358122747899272	0.009503759000758527	1	FOC	341	307	stof	NA	NA	bound	455	lex	3_3	no	nav	4_4	0.1512473051811435	BOW	nav_FOC	c6	1
stof.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.21865190684117047	0.007159399762477637	1	FOC	455	307	stof	NA	NA	bound	455	lex	3_3	no	all	4_4	0.14381296728057533	BOW	all_FOC	c6	0
stof.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	-0.07269286591929525	-0.01325111701399133	1	5000	5000	312	stof	NA	NA	bound	418	all	3_3	weight	nav	4_4	0.13606161274745732	BOW	nav_5000	c1	0
stof.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	0.2753850879986739	-0.09462333535335683	1	5000	5000	312	stof	NA	NA	bound	418	all	3_3	weight	all	4_4	0.19485562878221552	BOW	all_5000	c4	0
stof.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.18618459025024311	0.041829772934658706	1	FOC	259	312	stof	NA	NA	bound	418	all	3_3	weight	nav	4_4	0.13322721547697203	BOW	nav_FOC	c1	0
stof.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.16569819635045227	0.035644515358091614	1	FOC	418	312	stof	NA	NA	bound	418	all	3_3	weight	all	4_4	0.1366971750819106	BOW	all_FOC	c1	0
stof.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.1273273861345376	0.15298361167724114	1	5000	5000	312	stof	NA	NA	bound	418	all	3_3	selection	nav	4_4	0.23660519627122475	BOW	nav_5000	c7	0
stof.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	0.46860474539027747	0.1402741930861369	1	5000	5000	312	stof	NA	NA	bound	418	all	3_3	selection	all	4_4	0.22159379318830555	BOW	all_5000	c5	0
stof.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.10522388984646518	0.04618298395452202	1	FOC	259	312	stof	NA	NA	bound	418	all	3_3	selection	nav	4_4	0.18742211491925878	BOW	nav_FOC	c6	0
stof.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	-0.08685999352423569	0.039239395799359984	1	FOC	418	312	stof	NA	NA	bound	418	all	3_3	selection	all	4_4	0.1981124156333815	BOW	all_FOC	c1	0
stof.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	0.09924838569456933	0.11069882722763601	1	5000	5000	312	stof	NA	NA	bound	590	all	3_3	no	nav	4_4	0.24463942465786032	BOW	nav_5000	c7	0
stof.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	0.514637200482015	0.10424668993480295	1	5000	5000	312	stof	NA	NA	bound	590	all	3_3	no	all	4_4	0.22713045816802632	BOW	all_5000	c5	0
stof.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	-0.10806029191512366	0.029508210825272486	1	FOC	341	312	stof	NA	NA	bound	590	all	3_3	no	nav	4_4	0.16512635609841914	BOW	nav_FOC	c6	0
stof.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	-0.08674970542439092	0.02107077267089059	1	FOC	590	312	stof	NA	NA	bound	590	all	3_3	no	all	4_4	0.17230997488016792	BOW	all_FOC	c6	0
stof.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.1783819568777154	-0.05264460434611779	1	5000	5000	311	stof	NA	NA	nobound	747	lex	10_10	weight	nav	4_4	0.1553691840136864	BOW	nav_5000	c1	0
stof.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	0.11181937574184249	-0.29514836580079035	1	5000	5000	311	stof	NA	NA	nobound	747	lex	10_10	weight	all	4_4	0.21193261401665192	BOW	all_5000	c2	0
stof.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.24119320128921873	-0.02784931246293477	1	FOC	579	311	stof	NA	NA	nobound	747	lex	10_10	weight	nav	4_4	0.12617977490661714	BOW	nav_FOC	c1	0
stof.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.24175965647759673	-0.03099156228056177	1	FOC	747	311	stof	NA	NA	nobound	747	lex	10_10	weight	all	4_4	0.12527698030623835	BOW	all_FOC	c1	0
stof.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.1948232976500511	-0.09944770434165433	1	5000	5000	311	stof	NA	NA	nobound	747	lex	10_10	selection	nav	4_4	0.1628884828342369	BOW	nav_5000	c3	0
stof.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	0.17895495705880918	-0.3873424823136746	1	5000	5000	311	stof	NA	NA	nobound	747	lex	10_10	selection	all	4_4	0.21204629729757513	BOW	all_5000	c2	0
stof.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.2420317106781421	-0.0518162494748654	1	FOC	579	311	stof	NA	NA	nobound	747	lex	10_10	selection	nav	4_4	0.1495053303454689	BOW	nav_FOC	c1	0
stof.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.2422353912615486	-0.05404630532160087	1	FOC	747	311	stof	NA	NA	nobound	747	lex	10_10	selection	all	4_4	0.13951657123592517	BOW	all_FOC	c1	0
stof.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.22814772208716286	-0.11934921435792417	1	5000	5000	313	stof	NA	NA	nobound	1452	lex	10_10	no	nav	4_4	0.152250442637819	BOW	nav_5000	c3	0
stof.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	0.18760454393867795	-0.6246295689798155	1	5000	5000	313	stof	NA	NA	nobound	1452	lex	10_10	no	all	4_4	0.17599256790247825	BOW	all_5000	c2	0
stof.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.24400138967872956	-0.07418561196299855	1	FOC	1112	313	stof	NA	NA	nobound	1452	lex	10_10	no	nav	4_4	0.13290608383869276	BOW	nav_FOC	c3	0
stof.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.24209848572846834	-0.07620099486687665	1	FOC	1452	313	stof	NA	NA	nobound	1452	lex	10_10	no	all	4_4	0.132083060877394	BOW	all_FOC	c3	0
stof.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.14251667646849692	-0.047028106614671154	1	5000	5000	313	stof	NA	NA	nobound	889	all	10_10	weight	nav	4_4	0.12913992207596067	BOW	nav_5000	c1	0
stof.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	0.20306716983530934	-0.1735670247811388	1	5000	5000	313	stof	NA	NA	nobound	889	all	10_10	weight	all	4_4	0.1827095597341866	BOW	all_5000	c4	0
stof.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.2172689077765761	-0.014658662070637322	1	FOC	579	313	stof	NA	NA	nobound	889	all	10_10	weight	nav	4_4	0.1155342888640129	BOW	nav_FOC	c1	0
stof.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.19571618312300848	-0.015811439313221466	1	FOC	889	313	stof	NA	NA	nobound	889	all	10_10	weight	all	4_4	0.10984598075306577	BOW	all_FOC	c1	0
stof.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	-0.035875661542305315	-0.10274293955199425	1	5000	5000	313	stof	NA	NA	nobound	889	all	10_10	selection	nav	4_4	0.22786505194912626	BOW	nav_5000	c3	0
stof.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	0.6756420448669858	-0.09063587081071982	1	5000	5000	313	stof	NA	NA	nobound	889	all	10_10	selection	all	4_4	0.1799048462267422	BOW	all_5000	c5	0
stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.19150370603009864	-0.03804803236319986	1	FOC	579	313	stof	NA	NA	nobound	889	all	10_10	selection	nav	4_4	0.15270271677316427	BOW	nav_FOC	c3	0
stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.17501499926584127	-0.036835108440206696	1	FOC	889	313	stof	NA	NA	nobound	889	all	10_10	selection	all	4_4	0.15175284101031308	BOW	all_FOC	c3	0
stof.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.17622947799214528	-0.19739995196609597	1	5000	5000	313	stof	NA	NA	nobound	1845	all	10_10	no	nav	4_4	0.21998453988045963	BOW	nav_5000	c3	0
stof.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	0.6638000347449378	-0.26289052350252806	1	5000	5000	313	stof	NA	NA	nobound	1845	all	10_10	no	all	4_4	0.19100312745788986	BOW	all_5000	c5	0
stof.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.21552685411201014	-0.10154057220311974	1	FOC	1112	313	stof	NA	NA	nobound	1845	all	10_10	no	nav	4_4	0.16113627792534405	BOW	nav_FOC	c3	0
stof.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.20468568817449687	-0.13651940900149442	1	FOC	1845	313	stof	NA	NA	nobound	1845	all	10_10	no	all	4_4	0.18867428852836468	BOW	all_FOC	c3	0
stof.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.16865507778292516	-0.0464703964238752	1	5000	5000	310	stof	NA	NA	nobound	513	lex	5_5	weight	nav	4_4	0.15282093676678668	BOW	nav_5000	c1	0
stof.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	0.14399967872124617	-0.2989423359765714	1	5000	5000	310	stof	NA	NA	nobound	513	lex	5_5	weight	all	4_4	0.21314607816143036	BOW	all_5000	c2	0
stof.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.21878506969310577	-0.02076489059505138	1	FOC	395	310	stof	NA	NA	nobound	513	lex	5_5	weight	nav	4_4	0.1672003996668374	BOW	nav_FOC	c1	0
stof.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.21344640751555846	-0.024366700517924934	1	FOC	513	310	stof	NA	NA	nobound	513	lex	5_5	weight	all	4_4	0.15316666996607461	BOW	all_FOC	c1	0
stof.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.16468185186791776	-0.0845036585907236	1	5000	5000	310	stof	NA	NA	nobound	513	lex	5_5	selection	nav	4_4	0.170111774224894	BOW	nav_5000	c1	0
stof.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.21403715681325858	-0.35911065842500667	1	5000	5000	310	stof	NA	NA	nobound	513	lex	5_5	selection	all	4_4	0.22431692638058412	BOW	all_5000	c2	0
stof.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.20512383738056025	-0.033673376741666185	1	FOC	395	310	stof	NA	NA	nobound	513	lex	5_5	selection	nav	4_4	0.16286046308426286	BOW	nav_FOC	c1	0
stof.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.20290309108697313	-0.037815653542723274	1	FOC	513	310	stof	NA	NA	nobound	513	lex	5_5	selection	all	4_4	0.15308336055815433	BOW	all_FOC	c1	0
stof.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.15721030874792435	-0.09058464902063307	1	5000	5000	313	stof	NA	NA	nobound	799	lex	5_5	no	nav	4_4	0.1610386933784907	BOW	nav_5000	c6	0
stof.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	0.28555117172843514	-0.4370754603218399	1	5000	5000	313	stof	NA	NA	nobound	799	lex	5_5	no	all	4_4	0.2124158709703999	BOW	all_5000	c2	0
stof.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.198088742666625	-0.050547798977294396	1	FOC	601	313	stof	NA	NA	nobound	799	lex	5_5	no	nav	4_4	0.14843875981681512	BOW	nav_FOC	c6	0
stof.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.19635940943478808	-0.05611347361276755	1	FOC	799	313	stof	NA	NA	nobound	799	lex	5_5	no	all	4_4	0.14138516190813652	BOW	all_FOC	c6	0
stof.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.12081319208081293	-0.03444365426608057	1	5000	5000	313	stof	NA	NA	nobound	624	all	5_5	weight	nav	4_4	0.12411183910642422	BOW	nav_5000	c1	0
stof.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	0.24110781854936414	-0.1465411805755865	1	5000	5000	313	stof	NA	NA	nobound	624	all	5_5	weight	all	4_4	0.17860791884231433	BOW	all_5000	c4	0
stof.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.18498336486610653	-1.3473301984951998e-4	1	FOC	395	313	stof	NA	NA	nobound	624	all	5_5	weight	nav	4_4	0.13950751058511926	BOW	nav_FOC	c1	0
stof.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.17202654364845912	-0.0023924082156989808	1	FOC	624	313	stof	NA	NA	nobound	624	all	5_5	weight	all	4_4	0.12565394633065324	BOW	all_FOC	c1	0
stof.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.08138684159056284	0.05190148761781815	1	5000	5000	313	stof	NA	NA	nobound	624	all	5_5	selection	nav	4_4	0.24826904657901136	BOW	nav_5000	c7	0
stof.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	0.5522354754684634	0.04186975204028001	1	5000	5000	313	stof	NA	NA	nobound	624	all	5_5	selection	all	4_4	0.22608466504364336	BOW	all_5000	c5	0
