_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
herinneren.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.25488876495139895	0.022137018009854625	NA	NA	bound	461	all	10_10	1	weight	FOC	199	nav	4_4	240	herinneren	0.19405629619913267	BOW
herinneren.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.26451455307960503	0.004320276893240834	NA	NA	bound	461	all	10_10	1	weight	FOC	461	all	4_4	240	herinneren	0.17692483026271444	BOW
herinneren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.11411983530671649	-0.04194048821642424	NA	NA	bound	461	all	10_10	1	selection	5000	5000	nav	4_4	240	herinneren	0.2052909983079829	BOW
herinneren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.012213673621401876	-0.2867749817995453	NA	NA	bound	461	all	10_10	1	selection	5000	5000	all	4_4	240	herinneren	0.25414418286074314	BOW
herinneren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.04043481857736752	0.022653772108752388	NA	NA	bound	461	all	10_10	1	selection	FOC	199	nav	4_4	240	herinneren	0.23853090081970682	BOW
herinneren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.06303059828869592	-7.290211451622636e-5	NA	NA	bound	461	all	10_10	1	selection	FOC	461	all	4_4	240	herinneren	0.21754887250213392	BOW
herinneren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.009994138484419225	-0.27823621427453815	NA	NA	bound	1046	all	10_10	1	no	5000	5000	nav	4_4	240	herinneren	0.25436798528511756	BOW
herinneren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	-0.15783449462865842	-0.5627879292155834	NA	NA	bound	1046	all	10_10	1	no	5000	5000	all	4_4	240	herinneren	0.2577769160130147	BOW
herinneren.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.017539252228179793	-0.18186720635282133	NA	NA	bound	1046	all	10_10	1	no	FOC	522	nav	4_4	240	herinneren	0.24124770395981657	BOW
herinneren.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.02659883974688222	-0.22533287608806085	NA	NA	bound	1046	all	10_10	1	no	FOC	1046	all	4_4	240	herinneren	0.22995306953755415	BOW
herinneren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.33467708391993783	0.11233686771988756	NA	NA	bound	217	lex	5_5	1	weight	5000	5000	nav	4_4	203	herinneren	0.2547631486465068	BOW
herinneren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.4181739867930527	0.11450267958431333	NA	NA	bound	217	lex	5_5	1	weight	5000	5000	all	4_4	203	herinneren	0.2570360064706484	BOW
herinneren.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.32897851471668976	0.17837786578662068	NA	NA	bound	217	lex	5_5	1	weight	FOC	148	nav	4_4	203	herinneren	0.272697055754501	BOW
herinneren.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.33690265483465803	0.18029733217561786	NA	NA	bound	217	lex	5_5	1	weight	FOC	217	all	4_4	203	herinneren	0.2646333102397902	BOW
herinneren.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.31809276342221315	0.05193324582515335	NA	NA	bound	217	lex	5_5	1	selection	5000	5000	nav	4_4	203	herinneren	0.26055993146352646	BOW
herinneren.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.3704165457739362	-0.031585006009702855	NA	NA	bound	217	lex	5_5	1	selection	5000	5000	all	4_4	203	herinneren	0.2599534611024468	BOW
herinneren.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.3172750354529962	0.14023968392505576	NA	NA	bound	217	lex	5_5	1	selection	FOC	148	nav	4_4	203	herinneren	0.2754326462716055	BOW
herinneren.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.3221291613722819	0.14270157644747875	NA	NA	bound	217	lex	5_5	1	selection	FOC	217	all	4_4	203	herinneren	0.26689539069694773	BOW
herinneren.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.4131098829090473	-0.02014318899379426	NA	NA	bound	415	lex	5_5	1	no	5000	5000	nav	4_4	234	herinneren	0.26695538242633654	BOW
herinneren.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.4594502559519259	-0.17248059620099765	NA	NA	bound	415	lex	5_5	1	no	5000	5000	all	4_4	234	herinneren	0.26359841646869775	BOW
herinneren.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.36674952010498474	0.02987384659934067	NA	NA	bound	415	lex	5_5	1	no	FOC	300	nav	4_4	234	herinneren	0.27835812419323863	BOW
herinneren.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.37345987796293717	0.05357976926365232	NA	NA	bound	415	lex	5_5	1	no	FOC	415	all	4_4	234	herinneren	0.26676100585267704	BOW
herinneren.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.3731367746531152	0.0821929656166899	NA	NA	bound	343	all	5_5	1	weight	5000	5000	nav	4_4	240	herinneren	0.17676607835648173	BOW
herinneren.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	0.3649131071935917	0.038144354917076656	NA	NA	bound	343	all	5_5	1	weight	5000	5000	all	4_4	240	herinneren	0.21161443251842724	BOW
herinneren.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.25979127750553516	0.11163571566079797	NA	NA	bound	343	all	5_5	1	weight	FOC	148	nav	4_4	240	herinneren	0.19114443704148354	BOW
herinneren.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	0.26087784513123596	0.09731313021378762	NA	NA	bound	343	all	5_5	1	weight	FOC	343	all	4_4	240	herinneren	0.17547896365253035	BOW
herinneren.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.17121726881404822	0.04458504245098297	NA	NA	bound	343	all	5_5	1	selection	5000	5000	nav	4_4	240	herinneren	0.20641867419895651	BOW
herinneren.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	0.11809937698702823	-0.17195101130114243	NA	NA	bound	343	all	5_5	1	selection	5000	5000	all	4_4	240	herinneren	0.2437785741890686	BOW
herinneren.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.08864510303896615	0.1019454833670652	NA	NA	bound	343	all	5_5	1	selection	FOC	148	nav	4_4	240	herinneren	0.23534470436401717	BOW
herinneren.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.09763056191131249	0.08921232061622296	NA	NA	bound	343	all	5_5	1	selection	FOC	343	all	4_4	240	herinneren	0.2099164082939039	BOW
herinneren.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.08477026675789472	-0.11280126703175461	NA	NA	bound	634	all	5_5	1	no	5000	5000	nav	4_4	240	herinneren	0.2373857154667655	BOW
herinneren.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	-0.08116529739754229	-0.4732104884533729	NA	NA	bound	634	all	5_5	1	no	5000	5000	all	4_4	240	herinneren	0.2696525202796012	BOW
herinneren.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.042876222063036186	-0.027263480357227896	NA	NA	bound	634	all	5_5	1	no	FOC	300	nav	4_4	240	herinneren	0.24344980978784386	BOW
herinneren.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	0.04656645426101875	-0.037041140147287696	NA	NA	bound	634	all	5_5	1	no	FOC	634	all	4_4	240	herinneren	0.22371437550305429	BOW
herinneren.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.26309036335441344	0.1625826530317109	NA	NA	bound	129	lex	3_3	1	weight	5000	5000	nav	4_4	169	herinneren	0.24940420029285504	BOW
herinneren.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.30795967160509313	0.20885607039986123	NA	NA	bound	129	lex	3_3	1	weight	5000	5000	all	4_4	169	herinneren	0.25179013281192164	BOW
herinneren.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.24123146887234392	0.21847035567522344	NA	NA	bound	129	lex	3_3	1	weight	FOC	86	nav	4_4	169	herinneren	0.26154255245292896	BOW
herinneren.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.24862118345325798	0.21884360276837966	NA	NA	bound	129	lex	3_3	1	weight	FOC	129	all	4_4	169	herinneren	0.2576187499955717	BOW
herinneren.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.2597371209952063	0.12974340571658463	NA	NA	bound	129	lex	3_3	1	selection	5000	5000	nav	4_4	169	herinneren	0.2502112585807089	BOW
herinneren.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.29941864980091876	0.105382478335226	NA	NA	bound	129	lex	3_3	1	selection	5000	5000	all	4_4	169	herinneren	0.24957897796410206	BOW
herinneren.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.24169942791368107	0.20672824338006565	NA	NA	bound	129	lex	3_3	1	selection	FOC	86	nav	4_4	169	herinneren	0.2571521962337353	BOW
herinneren.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.25344054016638035	0.2079411555614526	NA	NA	bound	129	lex	3_3	1	selection	FOC	129	all	4_4	169	herinneren	0.25575902038459875	BOW
herinneren.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.3662105489376858	0.10670726630908127	NA	NA	bound	239	lex	3_3	1	no	5000	5000	nav	4_4	212	herinneren	0.2582875278943216	BOW
herinneren.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	-0.44411608562553007	-0.051422066850453856	NA	NA	bound	239	lex	3_3	1	no	5000	5000	all	4_4	212	herinneren	0.2550028320546612	BOW
herinneren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.3082791802876286	0.24867109963127404	NA	NA	bound	239	lex	3_3	1	no	FOC	170	nav	4_4	212	herinneren	0.2701857113337719	BOW
herinneren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.3149551373112856	0.24716550704151485	NA	NA	bound	239	lex	3_3	1	no	FOC	239	all	4_4	212	herinneren	0.25643200364729335	BOW
herinneren.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	0.3760701595280582	0.1402851187467712	NA	NA	bound	226	all	3_3	1	weight	5000	5000	nav	4_4	239	herinneren	0.1928427085194188	BOW
herinneren.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	0.37588491775221705	0.1238987745499338	NA	NA	bound	226	all	3_3	1	weight	5000	5000	all	4_4	239	herinneren	0.21711381591573292	BOW
herinneren.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	0.26087136610702283	0.19951309153440347	NA	NA	bound	226	all	3_3	1	weight	FOC	86	nav	4_4	239	herinneren	0.21082985245374267	BOW
herinneren.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	0.2652050570992703	0.1695824266608206	NA	NA	bound	226	all	3_3	1	weight	FOC	226	all	4_4	239	herinneren	0.18820618322435462	BOW
herinneren.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.2368661306496142	0.14497632596951796	NA	NA	bound	226	all	3_3	1	selection	5000	5000	nav	4_4	239	herinneren	0.22476034558756616	BOW
herinneren.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	0.19855021825804187	0.17681000395995294	NA	NA	bound	226	all	3_3	1	selection	5000	5000	all	4_4	239	herinneren	0.2491194168959892	BOW
herinneren.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.1295566556171391	0.22274318227239714	NA	NA	bound	226	all	3_3	1	selection	FOC	86	nav	4_4	239	herinneren	0.23599918944943707	BOW
herinneren.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.1485399814390119	0.19483113391111295	NA	NA	bound	226	all	3_3	1	selection	FOC	226	all	4_4	239	herinneren	0.20622448499193638	BOW
herinneren.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	0.20082247991466173	-0.05758233181473958	NA	NA	bound	387	all	3_3	1	no	5000	5000	nav	4_4	240	herinneren	0.22553149511135095	BOW
herinneren.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	0.08486036185828884	-0.3545709347984084	NA	NA	bound	387	all	3_3	1	no	5000	5000	all	4_4	240	herinneren	0.26448964085823023	BOW
herinneren.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.09142058071852882	0.197658740409719	NA	NA	bound	387	all	3_3	1	no	FOC	170	nav	4_4	240	herinneren	0.22349357200484665	BOW
herinneren.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	0.10576202054607757	0.19014101501749864	NA	NA	bound	387	all	3_3	1	no	FOC	387	all	4_4	240	herinneren	0.20504990728278374	BOW
herinneren.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.41523299436245975	0.05097491392971337	NA	NA	nobound	370	lex	10_10	1	weight	5000	5000	nav	4_4	231	herinneren	0.2525480619654307	BOW
herinneren.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.4930032290280184	-0.0395619459868575	NA	NA	nobound	370	lex	10_10	1	weight	5000	5000	all	4_4	231	herinneren	0.26648096613688027	BOW
herinneren.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.40718199545445155	0.16535533221593857	NA	NA	nobound	370	lex	10_10	1	weight	FOC	256	nav	4_4	231	herinneren	0.2740117923267177	BOW
herinneren.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.4104893629541471	0.16265253672746027	NA	NA	nobound	370	lex	10_10	1	weight	FOC	370	all	4_4	231	herinneren	0.2674920168630996	BOW
herinneren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.4706092412128073	-0.030376820643013933	NA	NA	nobound	370	lex	10_10	1	selection	5000	5000	nav	4_4	231	herinneren	0.2594472395590761	BOW
herinneren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.49238803015952554	-0.2398215023249551	NA	NA	nobound	370	lex	10_10	1	selection	5000	5000	all	4_4	231	herinneren	0.25967102100885747	BOW
herinneren.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.45460041554044284	0.06196986521793855	NA	NA	nobound	370	lex	10_10	1	selection	FOC	256	nav	4_4	231	herinneren	0.2753242105182752	BOW
herinneren.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.4543994124746959	0.07388667554740243	NA	NA	nobound	370	lex	10_10	1	selection	FOC	370	all	4_4	231	herinneren	0.26187474558567175	BOW
herinneren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.39801607384433285	-0.22935906701857167	NA	NA	nobound	967	lex	10_10	1	no	5000	5000	nav	4_4	240	herinneren	0.26482422297995073	BOW
herinneren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.41707358648383447	-0.40417364493274927	NA	NA	nobound	967	lex	10_10	1	no	5000	5000	all	4_4	240	herinneren	0.2632924861571935	BOW
herinneren.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.3724040839738191	-0.1912950734359469	NA	NA	nobound	967	lex	10_10	1	no	FOC	722	nav	4_4	240	herinneren	0.27685130858458	BOW
herinneren.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.36926782131737695	-0.17123349394488924	NA	NA	nobound	967	lex	10_10	1	no	FOC	967	all	4_4	240	herinneren	0.27112711676774315	BOW
herinneren.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.3646232191471469	-0.005583458927714061	NA	NA	nobound	556	all	10_10	1	weight	5000	5000	nav	4_4	240	herinneren	0.15733569405509815	BOW
herinneren.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	0.34085284031370505	-0.07357614501540269	NA	NA	nobound	556	all	10_10	1	weight	5000	5000	all	4_4	240	herinneren	0.20874070497678682	BOW
herinneren.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.2823288742376384	0.013141289362961822	NA	NA	nobound	556	all	10_10	1	weight	FOC	256	nav	4_4	240	herinneren	0.1834561334301892	BOW
herinneren.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.2822861844030225	0.006452424722702384	NA	NA	nobound	556	all	10_10	1	weight	FOC	556	all	4_4	240	herinneren	0.17904126169877393	BOW
herinneren.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.08757611642941465	-0.07033234098115992	NA	NA	nobound	556	all	10_10	1	selection	5000	5000	nav	4_4	240	herinneren	0.2217390237206567	BOW
herinneren.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	-0.059300294579434386	-0.39467893706754265	NA	NA	nobound	556	all	10_10	1	selection	5000	5000	all	4_4	240	herinneren	0.25956654773134086	BOW
herinneren.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.03828434328397534	0.007633193699951308	NA	NA	nobound	556	all	10_10	1	selection	FOC	256	nav	4_4	240	herinneren	0.2393140336682986	BOW
herinneren.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.056026542858337615	-0.00630237171974335	NA	NA	nobound	556	all	10_10	1	selection	FOC	556	all	4_4	240	herinneren	0.21688165285032746	BOW
herinneren.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.04056537315569124	-0.28697082033896026	NA	NA	nobound	1391	all	10_10	1	no	5000	5000	nav	4_4	240	herinneren	0.2574239607101333	BOW
herinneren.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	-0.18500255932685677	-0.5719380248376056	NA	NA	nobound	1391	all	10_10	1	no	5000	5000	all	4_4	240	herinneren	0.26404286858970344	BOW
herinneren.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.018081817973292023	-0.20408744533050985	NA	NA	nobound	1391	all	10_10	1	no	FOC	722	nav	4_4	240	herinneren	0.2458727484550709	BOW
herinneren.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.02754553837813096	-0.25018503912981793	NA	NA	nobound	1391	all	10_10	1	no	FOC	1391	all	4_4	240	herinneren	0.2337556957007521	BOW
herinneren.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.3403841017303305	0.09629756096147689	NA	NA	nobound	250	lex	5_5	1	weight	5000	5000	nav	4_4	215	herinneren	0.2551002675340955	BOW
herinneren.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.4288129791851306	0.08226069560522022	NA	NA	nobound	250	lex	5_5	1	weight	5000	5000	all	4_4	215	herinneren	0.2611017820729085	BOW
herinneren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.3357590431166727	0.1650226588857315	NA	NA	nobound	250	lex	5_5	1	weight	FOC	173	nav	4_4	215	herinneren	0.276422486808783	BOW
herinneren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.33896872401394906	0.1665165184872642	NA	NA	nobound	250	lex	5_5	1	weight	FOC	250	all	4_4	215	herinneren	0.2743937137554091	BOW
herinneren.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.3326374799742498	0.0384477933115335	NA	NA	nobound	250	lex	5_5	1	selection	5000	5000	nav	4_4	215	herinneren	0.2610045047599711	BOW
herinneren.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.38787895468648537	-0.06988856828500387	NA	NA	nobound	250	lex	5_5	1	selection	5000	5000	all	4_4	215	herinneren	0.262181302010111	BOW
herinneren.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.3267432253470726	0.12652716143391912	NA	NA	nobound	250	lex	5_5	1	selection	FOC	173	nav	4_4	215	herinneren	0.2768414811034149	BOW
herinneren.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.32734665799016865	0.13069300482807927	NA	NA	nobound	250	lex	5_5	1	selection	FOC	250	all	4_4	215	herinneren	0.27223038947807576	BOW
herinneren.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.39402937486645934	-0.05673047993131353	NA	NA	nobound	513	lex	5_5	1	no	5000	5000	nav	4_4	236	herinneren	0.26790147180147245	BOW
herinneren.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.4265974994441207	-0.27375809004396107	NA	NA	nobound	513	lex	5_5	1	no	5000	5000	all	4_4	236	herinneren	0.2708095965561099	BOW
herinneren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.33854677063907196	-0.0080443914096027	NA	NA	nobound	513	lex	5_5	1	no	FOC	380	nav	4_4	236	herinneren	0.27705610124394253	BOW
herinneren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.34002246617834553	0.014739480824414983	NA	NA	nobound	513	lex	5_5	1	no	FOC	513	all	4_4	236	herinneren	0.26783379677842867	BOW
herinneren.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.3716542246566627	0.07962154291413646	NA	NA	nobound	387	all	5_5	1	weight	5000	5000	nav	4_4	240	herinneren	0.17337914750798264	BOW
herinneren.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	0.36448576876226335	0.015158845163928724	NA	NA	nobound	387	all	5_5	1	weight	5000	5000	all	4_4	240	herinneren	0.21291414615501916	BOW
herinneren.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.2699647705474024	0.10441236332324277	NA	NA	nobound	387	all	5_5	1	weight	FOC	173	nav	4_4	240	herinneren	0.19588190390405402	BOW
herinneren.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	0.26962004067166356	0.09475392603983598	NA	NA	nobound	387	all	5_5	1	weight	FOC	387	all	4_4	240	herinneren	0.18275889052058641	BOW
herinneren.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.15280117832420742	0.03165769314500209	NA	NA	nobound	387	all	5_5	1	selection	5000	5000	nav	4_4	240	herinneren	0.19861846309050685	BOW
herinneren.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	0.08085156786339205	-0.22486499143603744	NA	NA	nobound	387	all	5_5	1	selection	5000	5000	all	4_4	240	herinneren	0.2419750014587182	BOW
herinneren.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.08560895727549635	0.09792585352027446	NA	NA	nobound	387	all	5_5	1	selection	FOC	173	nav	4_4	240	herinneren	0.23608738778089494	BOW
herinneren.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.09502737347699318	0.08896005663248617	NA	NA	nobound	387	all	5_5	1	selection	FOC	387	all	4_4	240	herinneren	0.21303228898437837	BOW
herinneren.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	0.049911262122222785	-0.1324248287590431	NA	NA	nobound	758	all	5_5	1	no	5000	5000	nav	4_4	240	herinneren	0.24948797531382277	BOW
herinneren.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	-0.13115166243659676	-0.49898331426129694	NA	NA	nobound	758	all	5_5	1	no	5000	5000	all	4_4	240	herinneren	0.2688094532158738	BOW
herinneren.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.048835063758874614	-0.05151982867716456	NA	NA	nobound	758	all	5_5	1	no	FOC	380	nav	4_4	240	herinneren	0.2513280833153717	BOW
herinneren.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	0.03879034835704769	-0.06060300088975105	NA	NA	nobound	758	all	5_5	1	no	FOC	758	all	4_4	240	herinneren	0.22926145579385912	BOW
herinneren.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.26804578753343983	0.15691834478201097	NA	NA	nobound	142	lex	3_3	1	weight	5000	5000	nav	4_4	174	herinneren	0.2542740259525133	BOW
herinneren.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.31192013069551655	0.1952117396003589	NA	NA	nobound	142	lex	3_3	1	weight	5000	5000	all	4_4	174	herinneren	0.2566557916473294	BOW
herinneren.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.25349239539681095	0.21408436144720794	NA	NA	nobound	142	lex	3_3	1	weight	FOC	97	nav	4_4	174	herinneren	0.2654502372406052	BOW
