_model	model.x	model.y	foc_minimum_features	soc_length	soc_length_num	tokens	type	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_ppmi	soc_soc_pos	soc_soc_win	stress	foc_base	base
horde.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-1.0004048964150072	0.7006905342820761	1	FOC	685	273	horde			bound	926	lex	10_10	no	nav	4_4	0.17375066941181394	BOW	
horde.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-1.0107754626837344	0.6743736699324308	1	FOC	926	273	horde			bound	926	lex	10_10	no	all	4_4	0.1749969335140099	BOW	
horde.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.1646855762781637	-0.2615238945730748	1	5000	5000	277	horde			bound	659	all	10_10	weight	nav	4_4	0.13888401620690188	BOW	
horde.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.03430142335285891	-1.046381564155006	1	5000	5000	277	horde			bound	659	all	10_10	weight	all	4_4	0.16699339086316775	BOW	
horde.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.4026269224640441	0.262339260622848	1	FOC	354	277	horde			bound	659	all	10_10	weight	nav	4_4	0.14224024217627135	BOW	
horde.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.3658354075874461	0.19619576286770649	1	FOC	659	277	horde			bound	659	all	10_10	weight	all	4_4	0.13338026752442506	BOW	
horde.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.4030892341690029	1.056646971974984	1	5000	5000	277	horde			bound	659	all	10_10	selection	nav	4_4	0.2226248369152736	BOW	
horde.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.5326180027186551	-1.073706151244959	1	5000	5000	277	horde			bound	659	all	10_10	selection	all	4_4	0.19971445277600025	BOW	
horde.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.10652934704505784	0.6309410622718779	1	FOC	354	277	horde			bound	659	all	10_10	selection	nav	4_4	0.15758547556363384	BOW	
horde.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.12405088019157615	0.5962228361827789	1	FOC	659	277	horde			bound	659	all	10_10	selection	all	4_4	0.1614552718334476	BOW	
horde.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.2416641285637161	1.7630876618626865	1	5000	5000	277	horde			bound	1319	all	10_10	no	nav	4_4	0.2269758552301639	BOW	
horde.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.04949410585173965	2.228415068030587	1	5000	5000	277	horde			bound	1319	all	10_10	no	all	4_4	0.2111690309365336	BOW	
horde.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.12421328777804412	1.4082745719112344	1	FOC	685	277	horde			bound	1319	all	10_10	no	nav	4_4	0.1696084500602066	BOW	
horde.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.2474464282354811	1.4718730482200657	1	FOC	1319	277	horde			bound	1319	all	10_10	no	all	4_4	0.155150713250624	BOW	
horde.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.6497082790217098	-0.2428421850823565	1	5000	5000	259	horde			bound	402	lex	5_5	weight	nav	4_4	0.17642328310111932	BOW	
horde.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.4807049519867571	-1.0468657017876162	1	5000	5000	259	horde			bound	402	lex	5_5	weight	all	4_4	0.1771542282977001	BOW	
horde.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.6459896734640739	0.006181111025569736	1	FOC	295	259	horde			bound	402	lex	5_5	weight	nav	4_4	0.17098985393813235	BOW	
horde.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.6214476707778256	-0.02031965002892478	1	FOC	402	259	horde			bound	402	lex	5_5	weight	all	4_4	0.16201546309903692	BOW	
horde.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.6945316598807691	-0.2462295160621631	1	5000	5000	259	horde			bound	402	lex	5_5	selection	nav	4_4	0.18691398041481094	BOW	
horde.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.5329473787934983	-1.0039859807896188	1	5000	5000	259	horde			bound	402	lex	5_5	selection	all	4_4	0.1819644362456846	BOW	
horde.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.5921927622210067	0.045644305372408496	1	FOC	295	259	horde			bound	402	lex	5_5	selection	nav	4_4	0.17301696047331236	BOW	
horde.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.5765158489568686	0.024357569495364544	1	FOC	402	259	horde			bound	402	lex	5_5	selection	all	4_4	0.16573364243180894	BOW	
horde.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-1.239507604345326	-0.11198440739261656	1	5000	5000	271	horde			bound	580	lex	5_5	no	nav	4_4	0.19789623467745995	BOW	
horde.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.9492346237995216	-1.3507140453734556	1	5000	5000	271	horde			bound	580	lex	5_5	no	all	4_4	0.2011686748562258	BOW	
horde.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.8568597721347592	0.25457579912443323	1	FOC	436	271	horde			bound	580	lex	5_5	no	nav	4_4	0.15988420488184396	BOW	
horde.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.8832815768561493	0.23884710867755	1	FOC	580	271	horde			bound	580	lex	5_5	no	all	4_4	0.1588493071198381	BOW	
horde.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.04094837341125622	-0.21104217709714773	1	5000	5000	276	horde			bound	545	all	5_5	weight	nav	4_4	0.1446170137730329	BOW	
horde.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	0.08028103718051448	-0.9545628673258281	1	5000	5000	276	horde			bound	545	all	5_5	weight	all	4_4	0.16756150775500586	BOW	
horde.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.2457255426137868	0.0569449520321965	1	FOC	295	276	horde			bound	545	all	5_5	weight	nav	4_4	0.1395345736417395	BOW	
horde.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.22926062514363876	0.022256111384739912	1	FOC	545	276	horde			bound	545	all	5_5	weight	all	4_4	0.13657057321411806	BOW	
horde.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.5618841332896417	0.6757844554320775	1	5000	5000	276	horde			bound	545	all	5_5	selection	nav	4_4	0.17935763929808707	BOW	
horde.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	0.6055942520542229	-0.7625713456986931	1	5000	5000	276	horde			bound	545	all	5_5	selection	all	4_4	0.18805724983391886	BOW	
horde.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.029221670382698905	0.3280719564869244	1	FOC	295	276	horde			bound	545	all	5_5	selection	nav	4_4	0.163552478654716	BOW	
horde.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.03056588983325805	0.2966434574770042	1	FOC	545	276	horde			bound	545	all	5_5	selection	all	4_4	0.17094386748382182	BOW	
horde.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.6078061028944342	1.11513387972748	1	5000	5000	276	horde			bound	812	all	5_5	no	nav	4_4	0.2048909798496706	BOW	
horde.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	0.9891532350868733	-1.2210779860690817	1	5000	5000	276	horde			bound	812	all	5_5	no	all	4_4	0.22159352613368888	BOW	
horde.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.07498332897536553	0.7436039259069479	1	FOC	436	276	horde			bound	812	all	5_5	no	nav	4_4	0.1565839457542879	BOW	
horde.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	0.024269008382732687	0.7848500378347012	1	FOC	812	276	horde			bound	812	all	5_5	no	all	4_4	0.15175107235444746	BOW	
horde.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.501217200443396	-0.26033945933895536	1	5000	5000	248	horde			bound	313	lex	3_3	weight	nav	4_4	0.1936676030667676	BOW	
horde.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.3279394539774874	-1.008698085309451	1	5000	5000	248	horde			bound	313	lex	3_3	weight	all	4_4	0.19283519623983686	BOW	
horde.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.4960600159094256	-0.0508914503793174	1	FOC	233	248	horde			bound	313	lex	3_3	weight	nav	4_4	0.18762407793965288	BOW	
horde.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.4740492249445981	-0.07172844773444638	1	FOC	313	248	horde			bound	313	lex	3_3	weight	all	4_4	0.17332057184086908	BOW	
horde.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.5629956825171621	-0.2892942952681458	1	5000	5000	248	horde			bound	313	lex	3_3	selection	nav	4_4	0.20350704565636327	BOW	
horde.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.3574259915590273	-1.026965488471361	1	5000	5000	248	horde			bound	313	lex	3_3	selection	all	4_4	0.19263731115791807	BOW	
horde.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.5005257745531022	-0.011558991213073813	1	FOC	233	248	horde			bound	313	lex	3_3	selection	nav	4_4	0.18816885153650648	BOW	
horde.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.4836787607164729	-0.03760967170413376	1	FOC	313	248	horde			bound	313	lex	3_3	selection	all	4_4	0.17200108968603595	BOW	
horde.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.9996204839261243	-0.276740515319163	1	5000	5000	259	horde			bound	388	lex	3_3	no	nav	4_4	0.20430381878904189	BOW	
horde.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	-0.5561572566106737	-1.3651425704020692	1	5000	5000	259	horde			bound	388	lex	3_3	no	all	4_4	0.18965463904391225	BOW	
horde.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.7252575758966577	0.13964957437553888	1	FOC	289	259	horde			bound	388	lex	3_3	no	nav	4_4	0.17728110295271973	BOW	
horde.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.7219916589005455	0.12130146527381452	1	FOC	388	259	horde			bound	388	lex	3_3	no	all	4_4	0.16561203663983193	BOW	
horde.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	0.15900085330864894	-0.27490356691258216	1	5000	5000	274	horde			bound	403	all	3_3	weight	nav	4_4	0.14791677387973975	BOW	
horde.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	0.27880421703123376	-1.002244330470927	1	5000	5000	274	horde			bound	403	all	3_3	weight	all	4_4	0.17102134546568834	BOW	
horde.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.10350217251303502	-0.028631170920816306	1	FOC	233	274	horde			bound	403	all	3_3	weight	nav	4_4	0.14713315815656886	BOW	
horde.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.07507575677101318	-0.06236469577942558	1	FOC	403	274	horde			bound	403	all	3_3	weight	all	4_4	0.13942604092185315	BOW	
horde.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.8353460535407911	0.3964382126565272	1	5000	5000	274	horde			bound	403	all	3_3	selection	nav	4_4	0.16336485627127478	BOW	
horde.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	0.8506019457729305	-0.7672357220238273	1	5000	5000	274	horde			bound	403	all	3_3	selection	all	4_4	0.1841784904562007	BOW	
horde.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.20058761401237926	0.2302795918113107	1	FOC	233	274	horde			bound	403	all	3_3	selection	nav	4_4	0.17381670876387362	BOW	
horde.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.2069627745864648	0.17622483188187288	1	FOC	403	274	horde			bound	403	all	3_3	selection	all	4_4	0.17418252610327506	BOW	
horde.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	0.9482038845702622	0.6848582974633048	1	5000	5000	275	horde			bound	527	all	3_3	no	nav	4_4	0.18468271144334308	BOW	
horde.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	1.1868456506062142	-0.9028437674282712	1	5000	5000	275	horde			bound	527	all	3_3	no	all	4_4	0.2164834978394643	BOW	
horde.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.2580987283292983	0.4835077385925577	1	FOC	289	275	horde			bound	527	all	3_3	no	nav	4_4	0.1694259294416294	BOW	
horde.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	0.2466241253235727	0.4582568213578048	1	FOC	527	275	horde			bound	527	all	3_3	no	all	4_4	0.1606496492948497	BOW	
horde.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-1.087755230977821	-0.2306814836262845	1	5000	5000	273	horde			nobound	583	lex	10_10	weight	nav	4_4	0.17098053852587014	BOW	
horde.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.8060597942625278	-1.2197665403501592	1	5000	5000	273	horde			nobound	583	lex	10_10	weight	all	4_4	0.18574919433557552	BOW	
horde.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-1.199698145113753	0.11575456190150694	1	FOC	422	273	horde			nobound	583	lex	10_10	weight	nav	4_4	0.16931023112071075	BOW	
horde.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-1.1389900822996768	0.060608478185651835	1	FOC	583	273	horde			nobound	583	lex	10_10	weight	all	4_4	0.16435446202822349	BOW	
horde.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-1.2716967600191722	-0.040440619211549664	1	5000	5000	273	horde			nobound	583	lex	10_10	selection	nav	4_4	0.1969860816091664	BOW	
horde.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	-1.0469391995379285	-1.1383308940623174	1	5000	5000	273	horde			nobound	583	lex	10_10	selection	all	4_4	0.1905683795413554	BOW	
horde.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-1.1227583921117548	0.2972423862318544	1	FOC	422	273	horde			nobound	583	lex	10_10	selection	nav	4_4	0.16891393160914098	BOW	
horde.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-1.082429308133374	0.2764025007369624	1	FOC	583	273	horde			nobound	583	lex	10_10	selection	all	4_4	0.16685398079045208	BOW	
horde.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	-1.7473043356982667	0.7175488503124843	1	5000	5000	276	horde			nobound	1238	lex	10_10	no	nav	4_4	0.2059023618230349	BOW	
horde.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	-2.0480313758050945	-1.1465567331046316	1	5000	5000	276	horde			nobound	1238	lex	10_10	no	all	4_4	0.1994439028747323	BOW	
horde.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-1.4721034458352524	0.7918270366748843	1	FOC	894	276	horde			nobound	1238	lex	10_10	no	nav	4_4	0.17622991900850785	BOW	
horde.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	-1.4865216692130887	0.7504893441097273	1	FOC	1238	276	horde			nobound	1238	lex	10_10	no	all	4_4	0.17584251912101365	BOW	
horde.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.4101982574358052	-0.3527297750166913	1	5000	5000	277	horde			nobound	790	all	10_10	weight	nav	4_4	0.14618100956771815	BOW	
horde.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.19610322396838606	-1.1838457306542152	1	5000	5000	277	horde			nobound	790	all	10_10	weight	all	4_4	0.16620523428041367	BOW	
horde.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.6604888059952796	0.4718073617016289	1	FOC	422	277	horde			nobound	790	all	10_10	weight	nav	4_4	0.14413338777337756	BOW	
horde.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.6217020257385509	0.413191006036615	1	FOC	790	277	horde			nobound	790	all	10_10	weight	all	4_4	0.135308038359336	BOW	
horde.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	-0.03015100422880137	1.3179181150977315	1	5000	5000	277	horde			nobound	790	all	10_10	selection	nav	4_4	0.21667269742599207	BOW	
horde.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	0.17083883097072608	-1.4250917427946288	1	5000	5000	277	horde			nobound	790	all	10_10	selection	all	4_4	0.1970403946953634	BOW	
horde.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.4027268241546843	0.8484353461477774	1	FOC	422	277	horde			nobound	790	all	10_10	selection	nav	4_4	0.15338387554093816	BOW	
horde.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.4157025297734445	0.8265290675824771	1	FOC	790	277	horde			nobound	790	all	10_10	selection	all	4_4	0.15266312024047282	BOW	
horde.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.29103042253234185	1.9587970864109836	1	5000	5000	278	horde			nobound	1723	all	10_10	no	nav	4_4	0.2377710946853806	BOW	
horde.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	-1.1993799068033395	2.2557177807490687	1	5000	5000	278	horde			nobound	1723	all	10_10	no	all	4_4	0.1921545721121616	BOW	
horde.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.6127592358487709	1.6517062643150284	1	FOC	894	278	horde			nobound	1723	all	10_10	no	nav	4_4	0.1908966792479988	BOW	
horde.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.7265879472226143	1.6895623680617722	1	FOC	1723	278	horde			nobound	1723	all	10_10	no	all	4_4	0.1739093371177075	BOW	
horde.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.8526796605951631	-0.26035602335199226	1	5000	5000	264	horde			nobound	453	lex	5_5	weight	nav	4_4	0.18654145424968085	BOW	
horde.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.6754907155337236	-1.1289421230251482	1	5000	5000	264	horde			nobound	453	lex	5_5	weight	all	4_4	0.18531890273282348	BOW	
horde.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.8378920949046632	-0.0008771901730355383	1	FOC	330	264	horde			nobound	453	lex	5_5	weight	nav	4_4	0.17668663387535638	BOW	
horde.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.8105803913402513	-0.02981412890282798	1	FOC	453	264	horde			nobound	453	lex	5_5	weight	all	4_4	0.174430673674194	BOW	
horde.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.9369997050958424	-0.2541890031261254	1	5000	5000	264	horde			nobound	453	lex	5_5	selection	nav	4_4	0.19365112261370773	BOW	
horde.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.7404471738109181	-1.054819692690731	1	5000	5000	264	horde			nobound	453	lex	5_5	selection	all	4_4	0.18690204120010706	BOW	
horde.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.7705949093802565	0.02693283360184497	1	FOC	330	264	horde			nobound	453	lex	5_5	selection	nav	4_4	0.17498322057449955	BOW	
horde.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.7546006348807043	-0.00724738003897808	1	FOC	453	264	horde			nobound	453	lex	5_5	selection	all	4_4	0.17149902010261053	BOW	
horde.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	-1.4709543187527183	-0.011805304359396385	1	5000	5000	274	horde			nobound	669	lex	5_5	no	nav	4_4	0.20429710942235316	BOW	
horde.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	-1.2016212871897611	-1.3463253780866078	1	5000	5000	274	horde			nobound	669	lex	5_5	no	all	4_4	0.20193896274307405	BOW	
horde.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-1.0956629748762037	0.22341365679950556	1	FOC	494	274	horde			nobound	669	lex	5_5	no	nav	4_4	0.16637277068917414	BOW	
horde.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	-1.1313499336732953	0.20597481057053213	1	FOC	669	274	horde			nobound	669	lex	5_5	no	all	4_4	0.16678601807617038	BOW	
horde.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.16105065577530933	-0.2244264527814917	1	5000	5000	276	horde			nobound	614	all	5_5	weight	nav	4_4	0.14918168936291967	BOW	
horde.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	-0.03873438581878829	-1.0178854463454179	1	5000	5000	276	horde			nobound	614	all	5_5	weight	all	4_4	0.1658766979650846	BOW	
horde.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.3495629267782606	0.13367582510394985	1	FOC	330	276	horde			nobound	614	all	5_5	weight	nav	4_4	0.14364241785213905	BOW	
horde.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.32672765687857697	0.08468427341715389	1	FOC	614	276	horde			nobound	614	all	5_5	weight	all	4_4	0.14319670557216385	BOW	
horde.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.4464517991463279	0.8415323713373244	1	5000	5000	276	horde			nobound	614	all	5_5	selection	nav	4_4	0.18850417146870732	BOW	
horde.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	0.4717183919841978	-0.9482512635062104	1	5000	5000	276	horde			nobound	614	all	5_5	selection	all	4_4	0.1903223676384637	BOW	
horde.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.0690427401089496	0.39862927562434586	1	FOC	330	276	horde			nobound	614	all	5_5	selection	nav	4_4	0.1592745396112304	BOW	
horde.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.06871381155741058	0.3739490444899651	1	FOC	614	276	horde			nobound	614	all	5_5	selection	all	4_4	0.16716650350235038	BOW	
horde.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	0.41663392824328094	1.288457739437436	1	5000	5000	278	horde			nobound	932	all	5_5	no	nav	4_4	0.21691181326446465	BOW	
horde.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	0.7403706083012203	-1.6350224793322277	1	5000	5000	278	horde			nobound	932	all	5_5	no	all	4_4	0.22264312121701813	BOW	
horde.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.0524073119540904	0.8721888270930417	1	FOC	494	278	horde			nobound	932	all	5_5	no	nav	4_4	0.1705921296782572	BOW	
horde.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	-0.12731387001016606	0.9084389076000547	1	FOC	932	278	horde			nobound	932	all	5_5	no	all	4_4	0.16775809552154805	BOW	
horde.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.6044229408506285	-0.29820680694524115	1	5000	5000	252	horde			nobound	333	lex	3_3	weight	nav	4_4	0.19710740651626854	BOW	
horde.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.4083726954542757	-1.0991586766347825	1	5000	5000	252	horde			nobound	333	lex	3_3	weight	all	4_4	0.19457309713246965	BOW	
horde.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.6003468326373202	-0.06486301926460199	1	FOC	247	252	horde			nobound	333	lex	3_3	weight	nav	4_4	0.19382482455647895	BOW	
horde.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.5642809708344282	-0.07866087003305397	1	FOC	333	252	horde			nobound	333	lex	3_3	weight	all	4_4	0.1803131720367916	BOW	
horde.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.6934996460333059	-0.33083706047698885	1	5000	5000	252	horde			nobound	333	lex	3_3	selection	nav	4_4	0.2055606959204055	BOW	
horde.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.44035799000120496	-1.121884970225479	1	5000	5000	252	horde			nobound	333	lex	3_3	selection	all	4_4	0.19474481903252355	BOW	
horde.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.5867716631931409	-0.022769684916282045	1	FOC	247	252	horde			nobound	333	lex	3_3	selection	nav	4_4	0.18854172824342372	BOW	
horde.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.5677011177293403	-0.048770045464236585	1	FOC	333	252	horde			nobound	333	lex	3_3	selection	all	4_4	0.17858486986223704	BOW	
horde.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	-1.1959894113822946	-0.256212646671264	1	5000	5000	263	horde			nobound	415	lex	3_3	no	nav	4_4	0.20769764672792745	BOW	
horde.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	-0.7139202393521801	-1.4464576774078983	1	5000	5000	263	horde			nobound	415	lex	3_3	no	all	4_4	0.1919812695870568	BOW	
horde.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.9003120309828273	0.1362579990699441	1	FOC	309	263	horde			nobound	415	lex	3_3	no	nav	4_4	0.18467074349275087	BOW	
horde.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.8964800441712111	0.10297007678542132	1	FOC	415	263	horde			nobound	415	lex	3_3	no	all	4_4	0.17627568195133475	BOW	
horde.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	0.1152248755996314	-0.3259608980995928	1	5000	5000	275	horde			nobound	434	all	3_3	weight	nav	4_4	0.15079864404313228	BOW	
