vernietig/verb_pmi10	verniel/verb_pmi10	raw_co10_x	vernietig/verb_pmi4	verniel/verb_pmi4	raw_co10_y	raw_freq	cw
-1.1219597		1				6735	geduld/noun
	2.2707217	0				388	gedumpt/adj
0.80638564		4				3932	gedupeerd/adj
-0.04136451	-1.0503858	9	-0.6338299	-0.14533328	2.0	20318	gedurende/prep
-0.6966531	0.20386808	2	-0.48550436		1.0	8792	gedwongen/adj
2.2025928		4	2.4193637		2.0	957	gedwongen/fixed
-0.13122489	-1.2728193	149	-0.51283765	-1.6584716	41.0	370341	geef/verb
-0.2083508	-2.278244	13	-0.7633855		3.0	34712	geef_aan/verb
3.771945		1	4.6778665		1.0	50	geef_af/adj
0.31818074	-0.2853755	6	0.820788		4.0	9530	geef_af/verb
0.11739039	-0.30384427	5				9691	geef_door/verb
0.57915735	-0.024398848	3	0.3936248		1.0	3633	geef_in/verb
-0.52108485		2				7318	geef_mee/verb
-0.30023658		8	-0.78093696		2.0	23719	geef_op/verb
1.1737655		7	0.13635506		1.0	4722	geef_over/verb
-0.3230475	-0.5211386	2	-0.1112699	0.3772267	1.0	6079	geef_terug/verb
0.1026586	-0.38311458	24	-0.37207782	-0.98219347	6.0	46931	geef_toe/verb
-1.4033027		3	-1.5937505		1.0	26640	geef_uit/verb
0.7199947		1	1.6303722		1.0	1061	geef_voor/verb
-0.42751762		1				3335	geef_vorm/verb
0.639424		5				5789	geef_vrij/verb
-0.42179537	0.07326071	2	-0.20694116	0.28155547	1.0	6653	geef_weg/verb
-1.3463713	-1.2567804	3	-0.84842294	-1.0530735	2.0	25276	geel/adj
0.811648		3	1.3136787		2.0	2915	geen/adv
-0.044744924	-0.37047136	459	-0.3621543	-0.7358812	135.0	1048752	geen/det
	8.168974	0		9.078386	0.0	1	geert.dejonghe@zedelgem.be/noun
0.8312759		18	0.45936647		5.0	17058	geest/noun
0.5014547	0.015681535	8	0.023441799	-0.18120876	2.0	10547	geestelijk/adj
0.8704864	0.2669302	3				2742	geestelijke/noun
	6.7826796	0				4	geestesstroming/noun
	2.6652696	0				251	geeuw/verb
	3.159172	0				303	gefabriceerd/adj
4.0629997		1				37	gefederaliseerd/verb
1.2186012		2				1282	gefinancierd/adj
3.9800506		1				44	geflikt/adj
	1.332607	0				977	geflitst/adj
	1.2293323	0				2087	geforceerd/adj
0.5833826		1	1.494825		1.0	1208	geformuleerd/adj
-0.4207202	0.074335866	1		0.97818655	0.0	3308	gefrustreerd/adj
-0.08795502		1				2386	gegadigde/noun
-0.57294863		1	0.3344831		1.0	3864	gegarandeerd/adj
1.674485		1				413	gegeten/adj
0.9668109	-0.93602836	11	0.57987565		3.0	9043	gegeven/adj
1.6826407	-0.56957424	78	1.9498302	-0.17663297	41.0	31458	gegeven/noun
1.1408558		1				693	gegeven/prep
2.7312045		1	3.642904		1.0	141	gegeven_bestand/noun
7.673918		1	8.58989		1.0	1	gegeven_centrum/noun
	6.3772144	0				6	geggooid/noun
	2.4029992	0				323	gegil/verb
0.764364		1				1006	gegoed/adj
2.0067992		1				295	gegooid/adj
	1.6037792	0		2.506628	0.0	717	gegoten/adj
0.67554504		1	1.5847805		1.0	1106	gegroeid/adj
1.9378831		3	2.4406202		2.0	940	gegrond/adj
1.7248714		4	1.9395294		2.0	1552	gehaat/adj
0.5348126	1.0298687	1				1275	gehakt/adj
1.5358667	1.3377756	2				941	gehakt/noun
	6.7826796	0				4	gehakt_machine/noun
-0.08984741		1				2375	gehalte/noun
-1.877591	-0.6893878	1	-0.97677845		1.0	14452	gehandicapt/adj
0.024391728		1	0.92883295		1.0	2142	gehavend/adj
2.5529344		1				168	gehechtheid/noun
1.1722909	1.232029	51	1.4810681	2.004656	28.0	34353	geheel/adj
-0.87616855		4	-1.351857		1.0	20838	geheel/noun
1.1005868		1	2.00458		1.0	727	geheid/adj
1.4587835	-1.0906829	42	1.1930586	-0.8833941	13.0	21342	geheim/adj
-0.45409214		5				17203	geheim/noun
7.673918		1	8.58989		1.0	1	geheim_houder_gesprek/noun
0.72023344		1	1.6289488		1.0	1061	geheimhouding/noun
0.9684316		4				3309	geheimzinnig/adj
0.6192953		1				1165	geheten/prep
0.839498	-0.8626705	9	0.24385524		2.0	8470	geheugen/noun
7.673918		1				1	geheugen_bibliotheek/noun
2.060972		1				282	geheugen_chip/noun
0.5510913		1	1.4617944		1.0	1250	geholpen/adj
0.6284025		4	0.15130654		1.0	4641	gehoor/noun
4.090399		1	5.0063705		1.0	36	gehoor_orgaan/noun
	4.544633	0				38	gehoor_stoornis/noun
0.5059543	1.0010104	2	0.72096556		1.0	2622	gehucht/noun
0.9494244		1	1.8611112		1.0	837	geijkt/adj
0.8009609		1				978	geil/adj
	3.8061936	0		4.0142097	0.0	160	geiser/noun
1.2999667	0.18558483	5	0.59778976		1.0	2978	geit/noun
5.8821583		1	6.79813		1.0	6	geit_stapel/noun
	1.0157264	0				1301	gejuich/noun
1.1890534		1	2.0985968		1.0	662	gejuich/verb
0.058501404	-0.9868876	14	-0.5752837	-0.49225217	3.0	28844	gek/adj
	0.38844085	0		0.5970531	0.0	4847	gek/noun
2.4404435		7	2.493033		3.0	1345	gek_koe_ziekte/noun
1.7501299	2.938333	2	2.6507053	3.139202	2.0	764	gekaapt/adj
2.9130266		1	3.8192048		1.0	118	gekanker/verb
	2.0782297	0				485	gekanteld/adj
5.476693		1				9	gekarnd/noun
	4.7349863	0		4.941221	0.0	63	gekatapulteerd/adj
	2.8898392	0		3.7977235	0.0	393	gekatapulteerd/verb
-0.19868991	0.29636616	1				2645	gekend/adj
	4.9147305	0				27	gekieperd/adj
	1.349012	0				1850	geklasseerd/adj
-1.0799116		1				6380	gekleed/adj
-0.039017994		2				4520	gekleurd/adj
0.87196743		1				932	gekloond/adj
4.629395		1				21	geklutste/adj
	1.5265521	0				782	gekneusd/adj
	2.1996014	0		1.4909488	0.0	1982	gekocht/adj
2.9603417		1				112	gekoloniseerd/adj
1.9921253		2	2.8984747		2.0	594	gekopieerd/adj
-1.2961648		1				7965	gekozen/adj
	2.537762	0				281	gekraak/verb
	1.7064904	0				652	gekregen/adj
3.5150347		1				64	gekreukeld/adj
1.6117617		1				434	gekruist/adj
0.32029137	0.81534743	1				1587	gekte/noun
2.1698742		3	2.672677		2.0	747	gekweekt/adj
	0.42191675	0				4676	gekwetst/adj
1.347321		1				562	gelaagd/adj
-0.07335528		1				2340	gelaat/noun
0.42931524	0.2312241	2	0.64349294		1.0	2841	geladen/adj
1.3194606		1				585	gelag/noun
	3.2312677	0		4.1367435	0.0	140	gelagzaal/noun
1.2932868		2				1202	gelast/verb
	1.5249236	0				2336	gelaten/adj
1.9957949		1				296	gelatine/noun
0.74432755		2				2064	geld/adj
-0.29009572	-0.3058653	70	-0.4957729	-0.9455459	23.0	203976	geld/noun
2.6279151		1	3.5249238		1.0	160	geld/prefix
-0.027705923	-0.94971585	33	-0.21663514	-0.7397394	11.0	73758	geld/verb
	2.6984272	0		3.3698232	0.0	1220	geld_automaat/noun
0.8439618	1.3390179	1				944	geld_bedrag/noun
3.9701495		1				41	geld_beleid/noun
4.415821		1	5.331793		1.0	26	geld_economie/noun
	7.4758267	0				2	geld_inhoud/noun
	4.5433	0				77	geld_kist_DIM/noun
2.5337172		1				176	geld_koffer/noun
	3.277873	0				135	geld_kwestie/noun
3.5315769		1	4.436883		1.0	64	geld_lening/noun
0.77965295		1				1012	geld_nood/noun
	1.9765601	0				1001	geld_som/noun
1.2982117		1				607	geld_transport/noun
	5.6040244	0				13	geld_wissel_automaat/noun
	0.2912922	0				2710	geldboete/noun
0.3406986		1				1556	geldgebrek/noun
0.53307843		4				5128	geldig/adj
	-0.032439645	0				3701	geldschieter/noun
-0.15335302	0.12755506	83	-0.29668906	0.120348595	29.0	210505	geleden/adj
	3.2269742	0				142	geleed/adj
0.8247719	1.3198279	2		1.5295665	0.0	1908	geleend/adj
	0.72040695	0		1.6215703	0.0	1749	geleerd/adj
0.19261552		1	1.1027156		1.0	1792	geleerde/noun
1.2210804		1				645	gelegd/adj
-0.21804863	1.2886083	4	-0.0001941249	1.1814497	2.0	10772	gelegen/adj
2.1910937		2	2.4122045		1.0	482	gelegenheid/fixed
-0.74656636	-0.47465384	5	-0.75165474	-0.95630527	2.0	22829	gelegenheid/noun
	-0.5982075	0				6546	gelegenheid/prep
	5.6840672	0		6.593479	0.0	12	gelegenheid_chauffeur/noun
7.673918		1				1	geleid.Vorige/adj
-0.0032048146		2	0.21284941		1.0	4360	geleid/adj
-0.6798503	-0.18479423	1				4286	geleid/verb
	5.866389	0		6.7758007	0.0	10	geleid_rail/noun
-0.7683149		2	-0.55037725		1.0	9347	geleidelijk/adj
	0.6441427	0				1865	gelet/adj
1.1782494		3				2005	geleverd/adj
0.38120615	-1.3209623	9	-0.9074892	-0.41899255	1.0	13374	geliefd/adj
-1.3117483	-0.25707644	4	-1.7895335	-1.3010368	1.0	32312	gelijk/adj
	1.838362	0				573	gelijk/comp
2.4720194		6	1.5881884		1.0	1112	gelijk/fixed
1.2121482	-0.93185306	28	0.86648583	-0.7244591	8.0	18180	gelijk/noun
-0.02575715		5				11200	gelijk/part
	5.3625875	0		6.2674785	0.0	17	gelijk_gemaakt/adj
1.3471422		1	2.2599456		1.0	563	gelijk_maak/verb
0.84309745	0.49085563	7	-0.19421546	0.98742837	1.0	6540	gelijkaardig/adj
1.7076428		1				392	gelijkend/adj
0.28676552		2				3252	gelijkenis/noun
	3.9705195	0		3.7763257	0.0	201	gelijkgezinden/noun
	4.206258	0				53	gelijkgrondse/noun
3.131368		5	2.4313226		1.0	474	gelijkheid_beginsel/noun
1.0190567		1	1.9312366		1.0	782	gelijkmatig/adj
4.901329		1				16	gelijkmoedigheid/noun
	-0.049826898	0				7475	gelijknamig/adj
2.9108894		1				118	gelijkschakeling/noun
	1.8398769	0				567	gelijksoortig/adj
-1.7364695	-1.2414135	1				12415	gelijkspel/noun
0.18604395		2				3597	gelijktijdig/adj
	3.7688413	0		3.9823887	0.0	2452	gelijkvloers/adj
-0.12988481	0.36517125	1		1.2688446	0.0	2469	gelijkwaardig/adj
4.654713		2				41	gelinkte/noun
2.151657		1				257	geliquideerd/adj
1.9118663		1				325	gelogen/adj
-0.046242926	-0.3984847	7	0.01633156		3.0	15930	geloof/noun
0.16107948	-0.010343391	37	-0.14244273	-0.665547	11.0	68521	geloof/verb
	8.168974	0		9.078386	0.0	1	geloof_denkbeeld/noun
-0.87801504	-0.38295898	1				5231	geloofwaardig/adj
0.24886774		3	1.1565922		3.0	5095	geloofwaardigheid/noun
-0.2917668	0.20328929	1		1.1039822	0.0	2914	gelopen/adj
-0.030285684		3	0.8794227		3.0	6724	gelovig/adj
-1.1700581	-0.67500204	3	-0.25964853	-0.8697642	3.0	20992	geluid/noun
	3.0016196	0		3.9015303	0.0	178	geluid_apparatuur/noun
3.6849337		1	4.6009054		1.0	54	geluid_bestand/noun
	2.4313805	0		2.9289832	0.0	941	geluid_installatie/noun
4.711225		1				20	geluid_last/noun
2.3713593		1	3.2785323		1.0	204	geluid_meting/noun
	1.7581905	0				3096	geluid_overlast/noun
7.673918		1	8.58989		1.0	1	geluid_tirannie/noun
5.8821583		1				6	geluid_vrij/adj
	2.4691992	0		3.3704455	0.0	303	geluidloos/adj
1.1302936		1				701	geluidsband/noun
0.44295633	0.9380124	1		1.8354092	0.0	1411	geluidshinder/noun
2.6868923		1				149	geluk/name
-0.74156946	0.52667654	6	-1.6249907	-0.037881806	1.0	27417	geluk/noun
0.903689	0.5878149	9	-0.38506094	0.10343569	1.0	7973	geluk/verb
-0.346361	0.4916398	22	-0.33108792	0.7933975	9.0	67731	gelukkig/adj
0.47513592		1				1364	gelukkig/adv
1.1823599		1				672	gelukt/adj
	2.6935568	0				246	gemaaid/adj
0.80020314	-1.3437982	14	0.45699924		4.0	13652	gemaakt/adj
-1.4498731		1	-0.5397696		1.0	9256	gemak/noun
-0.5078517	-0.55179214	12	-0.47369546	-1.5946368	5.0	43272	gemakkelijk/adj
0.7987889		1				975	gemalen/adj
2.825468	3.4158342	20	2.929778	3.7859995	9.0	2601	gemanipuleerd/adj
	2.0683558	0		2.552715	0.0	2784	gemaskerd/adj
0.2737095		4	-0.20597672		1.0	6648	gematigd/adj
0.88786906	-0.25930262	31	1.3589778	-1.1482579	20.0	27738	gemeenschap/noun
7.673918		1	8.58989		1.0	1	gemeenschap_decreet/noun
2.706886		1				146	gemeenschap_leven/noun
2.7107234		2	3.6218135		2.0	288	gemeenschap_regering/noun
	8.168974	0				1	gemeenschap_verhouding/noun
3.4441686		1	4.355783		1.0	69	gemeenschap_vorming/noun
-0.8840479	0.01647326	2		-0.17806242	0.0	10491	gemeenschappelijk/adj
0.24659286	-0.54933524	80	-0.39748853	-0.9504458	17.0	137741	gemeente/noun
1.2488866		1				624	gemeente/prefix
	1.742647	0				638	gemeente_ambtenaar/noun
1.8474752		2	2.7474325		2.0	704	gemeente_belasting/noun
-0.33490244	0.042370588	9	-0.535356	-0.4523245	3.0	27735	gemeente_bestuur/noun
	3.392585	0		3.5993106	0.0	241	gemeente_bestuurder/noun
	5.0779314	0		5.9873433	0.0	22	gemeente_eigendom/noun
3.29858		3	3.0978572		1.0	249	gemeente_ontvanger/noun
	2.4532628	0		3.3393972	0.0	315	gemeente_park/noun
-1.285651	-0.79059494	1				7958	gemeente_raad_lid/noun
	0.40134993	0				2460	gemeente_school/noun
4.999769		1				15	gemeente_secretariaat/noun
2.0814703		6	2.2912464		3.0	1655	gemeente_secretaris/noun
	5.082487	0				22	gemeente_werf/noun
1.6660877		1	2.5770915		1.0	410	gemeente_wet/noun
-0.92438537	1.4424729	2		1.3780228	0.0	11166	gemeentehuis/noun
-0.15298869	-0.24571928	9	-0.7545448	-0.9591953	2.0	23008	gemeentelijk/adj
0.46612892	-2.257691	25	0.4458562		10.0	34792	gemeenteraad/noun
5.3996716		17	5.9560537		12.0	168	gemeenteraad_beslissing/noun
5.0281863		8	5.6443543		6.0	115	gemeenteraad_besluit/noun
0.9491992		8	1.7197988		7.0	6768	gemeenteraad_verkiezing/noun
0.46468836		1	1.3659556		1.0	1377	gemeenteraad_zitting/noun
3.0772839		1	3.9797316		1.0	101	gemeenteraads/prefix
-0.85184866	0.33635458	2	-0.6381436	-0.14964698	1.0	10257	gemengd/adj
2.5457957		1	3.448957		1.0	173	gemerkt/adj
-1.5123729	-2.6267548	5	-1.5198703		2.0	49323	gemiddeld/adj
-1.4020338	-0.9069777	1	-0.4942215		1.0	8859	gemiddelde/noun
	3.785698	0				81	gemikt/adj
	-0.13505098	0				4137	gemist/adj
1.9687473	3.1569505	3	1.77617	2.9578137	1.0	915	gemodificeerd/adj
-0.0127725005	0.48228356	2	0.89259773	0.68794715	2.0	4426	gemoed/noun
	0.2836445	0				2743	gemoeid/adj
	2.601584	0		3.5081348	0.0	263	gemompel/verb
0.83401304		1				943	gemonteerd/adj
0.81255543		6	0.62254417		2.0	5795	gemotiveerd/adj
4.3905034		3				81	gemuteerd/adj
2.7156289		1				143	gemuteerde/adj
0.9725533		10	1.1890702		5.0	8222	gen/noun
3.588782		1				62	gen_kaart/noun
5.336931		1	6.2034225		1.0	11	gen_maïs/noun
1.1536894		3	1.6538503		2.0	2077	genade/noun
4.629395		1				21	genade_brood/noun
1.0457441	-0.06863782	5	1.7296188		4.0	3833	genadeloos/adj
	1.8190483	0		2.7205436	0.0	579	gendarme/noun
	2.2268307	0		3.1287205	0.0	386	gendarmerie/noun
	2.3939564	0				328	genees/adj
0.52816963		4	0.049516868		1.0	5153	genees/verb
-0.27204505		3	0.2288676		2.0	8606	genees_middel/noun
0.8407782		1				933	geneesheer/noun
	4.1616406	0				55	geneesheer_directeur/noun
-0.6111669		1	0.2946841		1.0	4038	geneeskunde/noun
1.2472674		1				623	geneeskundig/adj
0.99318844		1				805	genegen/adj
0.80612016		5	1.2066766		3.0	4830	geneigd/adj
0.6944776	0.09092137	3	1.1956267	0.99097615	2.0	3283	generaal/adj
1.1351954	-0.2155753	19	0.8900847	-0.41317818	6.0	13341	generaal/noun
2.8851767		1				121	generaliseer/adj
-0.34545824	-1.0543749	10	-0.12913796	-1.2500793	5.0	30707	generatie/noun
1.674609		1				407	generatiegenoten/noun
-0.3631569		1	0.5486776		1.0	3120	genereer/verb
0.9179741		1				871	generiek/adj
1.5704646		1				456	geneticus/noun
1.9146384	2.3143842	33	1.6281432	2.9050972	10.0	10611	genetisch/adj
1.2063743		1				652	genezer/noun
4.4752445		1				25	genezeres/noun
	6.7826796	0				4	genezing_ritueel/noun
0.277337		2	0.49299574		1.0	3303	geniaal/adj
-0.10932718		1				2433	genie/noun
3.9332762	3.7351851	2	4.1516595		1.0	86	genie_troep/noun
-0.9296791	-1.1277702	8	-0.49197826		5.0	44272	geniet/verb
3.2028506		1	4.1026583		1.0	89	genieter/noun
2.3268101		1				212	genitaliën/noun
0.38667628	0.47626725	3		1.3768467	0.0	4450	genocide/noun
0.8891213		1	1.7887454		1.0	916	genocide_wet/noun
0.10708057	-1.5950879	9				17647	genoeg/adj
-0.010623331	-0.8373231	30	-0.10464714	-0.9154335	11.0	65921	genoeg/adv
-0.21251455	-0.12292359	9	-0.40264738	-0.31961587	3.0	24195	genoeg/det
0.36459374	-0.23896247	3				4559	genoeg/fixed
0.6667244		1				1121	genoegdoening/noun
-0.38491583	-0.98847204	3	-0.57618564		1.0	9601	genoegen/noun
1.3958654		1				537	genoegzaam/adj
-0.967862	-0.47280595	2				11417	genoemd/adj
1.3197216		2				1159	genoemd/prep
2.142655	0.15280436	24	2.6459014	1.0549564	16.0	6119	genomen/adj
0.9579284		1				839	genoom/noun
0.6026839		1				1190	genootschap/noun
0.84201807	0.23846182	3	0.6514438	1.1399404	1.0	2817	genot/noun
6.06448		1				5	genot_recht/noun
0.22250178		1				1752	genoteerd/adj
1.9825453		1				300	genoten/adj
-0.29673636		1				2921	genuanceerd/adj
0.8549936		1				924	geobsedeerd/adj
4.354292		1	5.262159		1.0	28	geomagnetische/adj
	1.3156219	0				964	geoorloofd/adj
	0.181789	0				3022	geopend/adj
2.1282847		3				774	geordend/adj
0.1539632		6	0.3700246		3.0	11176	georganiseerd/adj
-1.3521212	-0.16391794	1		0.04712739	0.0	8375	gepaard/adj
1.6683654		2	1.8666581		1.0	856	gepakt/adj
3.1754978		2	3.3920832		1.0	181	gepalaver/noun
	2.4368198	0		3.338995	0.0	936	gepantserd/adj
-0.7394472	3.4444883	1	0.16750145	3.7470405	1.0	4566	geparkeerd/adj
-0.23656288		2				5512	gepast/adj
-1.2087864	0.89570767	1		1.2840778	0.0	7350	gepensioneerd/adj
	1.6122664	0				727	gepeperd/adj
	2.242181	0		3.1438224	0.0	384	gepest/adj
0.08388238		3				6022	geplaatst/adj
0.052783754	-1.2439196	6				12423	gepland/adj
	1.8878291	0				548	geplukt/adj
	3.0989695	0		3.2949455	0.0	332	geplunderd/adj
-0.24572939		1				2783	gepresenteerd/adj
1.4876062		4				1958	geproduceerd/adj
1.1906574		1				661	geprogrammeerd/adj
2.4904501		1				180	gepropageerd/adj
0.32315534	-0.2804009	3	0.13366769		1.0	4717	gepubliceerd/adj
-0.39336467	1.2648422	10		1.0997673	0.0	32231	geraak/verb
	7.4758267	0				2	geraaken/noun
	0.2968235	0		1.1943743	0.0	2668	geraakt/adj
0.6024292		1				1189	gerangschikt/adj
	2.62771	0		3.525911	0.0	258	gerant/noun
1.0379711		1				770	gerealiseerd/adj
	2.8814645	0		3.75294	0.0	240	gerecht/adj
0.015784578	-1.0985973	10	0.005984203	-0.19866636	4.0	21576	gerecht/noun
	3.1677155	0		4.0677505	0.0	151	gerecht_deskundige/noun
	0.88168675	0				1492	gerecht_gebouw/noun
0.86985415	0.5382317	16	0.7946887	-0.5085741	6.0	14656	gerechtelijk/adj
2.0491784		1				279	gerechtigd/adj
1.2045124		3	1.7037408		2.0	1976	gerechtigheid/noun
7.673918		1	8.58989		1.0	1	gerechtigheid_moet/verb
3.2069223		56	3.2126503		23.0	5135	gerechtshof/noun
1.2975734		2	1.5156667		1.0	1186	gerechtvaardigd/adj
2.2086039		1				240	gerecycleerd/adj
2.0533357		1				280	gerecycleerd/verb
	1.3922387	0		2.2457583	0.0	990	gered/adj
	8.599756	0		9.211917	0.0	1	gered{rdquo}/noun
1.5078697		1				479	gereedheid/noun
1.1764642	1.2660551	3	0.98511934	1.473616	1.0	2018	gereedschap/noun
0.010585161	0.7680055	10	0.22735779	0.89817595	5.0	21472	geregeld/adj
0.92650723		2				1713	geregisseerd/adj
-0.12012264		1				2463	geregistreerd/adj
1.833276		1				352	geregulariseerd/verb
3.893143		1				44	geregulariseerde/adj
1.37939		1				546	gerekend/adj
-0.7342639		1	0.17423065		1.0	4540	gerenommeerd/adj
	2.7829254	0		3.269368	0.0	2019	gerenoveerd/adj
2.8715372		1				122	gerepareerd/adj
	4.1085305	0				58	gerepatrieerde/adj
1.4638699		4	1.6822591		2.0	2003	gerespecteerd/adj
	2.1249168	0		1.4115788	0.0	2157	gerestaureerd/adj
3.3191338		1	4.2331805		1.0	78	gereten/adj
0.28787374	0.5316154	9	0.79259807	0.5879475	6.0	14641	gericht/adj
-0.6930571	0.08968104	3	-0.18814774		2.0	13033	gering/adj
	0.92914873	0				1404	geroepen/fixed
1.4080462		1				531	geroezemoes/noun
1.323643	1.818699	1				590	geroofd/adj
-0.5435512		4	-1.0201411		1.0	14987	gerucht/noun
-1.0768366	-0.58178055	1				6376	geruim/adj
3.4584622		4	3.6667202		2.0	277	geruimd/adj
	3.7686775	0				164	gerukt/adj
-0.39022732	-1.2814656	4	-0.8693306		1.0	12857	gerust/adj
	0.41076842	0				2371	gerust/part
1.8584448		1				337	geschapen/adj
0.70196766	0.50387657	2				2155	geschat/adj
-0.4258188		2				6682	gescheiden/adj
-0.3282829		2				6087	geschenk/noun
	3.7187045	0				87	geschenk_artikel/noun
0.69511384		3				3266	geschied/verb
0.36564103	-0.95846134	37	0.22722222	-1.1560833	13.0	55948	geschiedenis/noun
0.6541292		1	1.559474		1.0	1136	geschiedenis_boek/noun
1.6232413		1				430	geschift/adj
-0.69735456		5	-1.3983127		1.0	21816	geschikt/adj
0.71545345		3	0.5201949		1.0	3215	geschil/noun
	0.42913577	0		1.333762	0.0	2314	geschilderd/adj
0.22489971	1.413103	2	0.4345631	0.9230597	1.0	3521	geschokt/adj
	4.873137	0				27	gescholden/adj
0.5317229		8				10345	geschorst/adj
1.3765322		1	2.2840703		1.0	551	geschoten/adj
2.395293		1				198	geschoven/adj
1.5034704		1				502	geschrapt/adj
0.76062775	1.2556838	1				1017	geschreeuw/verb
-0.08021004		4				9393	geschreven/adj
0.66876346		2	1.578788		2.0	2223	geschrift/noun
0.041589223		1	0.9491053		1.0	2097	geschrifte/noun
0.39556482	0.8906209	1	1.305583		1.0	1470	geschrokken/adj
0.94936436	3.2361798	1		3.44598	0.0	841	geschut/noun
-0.28834125		1				2906	geselecteerd/adj
0.7167058		1	1.6278826		1.0	1057	gesitueerd/adj
5.476693		1				9	gesjacherd/noun
-0.62001944	-1.2235757	3	-0.81367135		1.0	12226	geslaagd/adj
3.0648384		6	2.8738902		2.0	612	geslacht/adj
0.5501341		4	0.7663435		2.0	5021	geslacht/noun
2.321435	1.8048902	11		1.317546	0.0	2361	geslagen/adj
	1.7235714	0				646	gesloopt/adj
-1.4044302	-0.90937406	2	-1.1936104		1.0	17903	gesloten/adj
1.1741307		1				674	gesmaakt/adj
0.69943875	1.1944948	1				1082	gesmeerd/adj
1.2691026		1				611	gesmolten/adj
1.8714973	2.3665533	1				332	gesofistikeerde/adj
6.5753055		1	7.491277		1.0	3	gesofistikeerde/verb
-0.19370493	2.2472613	1		1.8939464	0.0	2653	gespaard/adj
-0.7673767	-0.27232066	1				4680	gespannen/adj
0.8543629	-1.0484763	11	0.97517025		5.0	10161	gespecialiseerd/adj
2.5003135		1				178	gespecificeerd/adj
-0.5577378		2				7593	gespeeld/adj
0.9491842		2				1682	gespierd/adj
-0.17603448	-1.8404627	26	-0.4467522	-2.037697	8.0	67522	gesprek/noun
4.1064997		2	4.3272095		1.0	71	gesprek_verslag/noun
-0.66051185		2	0.249314		2.0	8431	gesproken/adj
1.9495159	2.444572	1	2.8553352		1.0	312	gespuis/noun
-0.66422063		1	0.24449328		1.0	4231	gestaag/adj
	4.3796835	0		4.5841475	0.0	90	gestald/adj
-0.23139492		1				2737	gestalte/fixed
6.9807706		1	7.8967423		1.0	2	gestapu/name
1.3053875		1	2.2180638		1.0	586	gesteente/noun
0.018834839	-0.17925628	2				4266	gesteld/adj
0.89627105		1				888	gesterkt/adj
0.4342601	-0.16929612	3		0.7351891	0.0	4214	gesteund/adj
4.345291		1	5.2576847		1.0	28	gestockeerd/adj
2.6003075		1	3.5147154		1.0	160	gestockeerd/verb
0.7830308	2.0804334	13	1.0557564	2.3709316	7.0	13464	gestolen/adj
0.8815171	1.6642553	3	0.6877718	1.1762685	1.0	2729	gestoord/adj
2.720029		2	2.9325871		1.0	288	gestort/adj
0.28534248	0.78039855	1		1.6777654	0.0	1651	gestorven/adj
0.6337316		1	1.532637		1.0	1183	gestrand/adj
0.41114882		1				1435	gestructureerd/adj
0.7803627	1.2754188	1		2.177907	0.0	995	gestuurd/adj
-0.8328716		1				5005	getal/noun
	0.20063692	0				2911	getalenteerd/adj
1.7283661		1	2.634052		1.0	388	geteeld/adj
-0.1999085		1				2661	getekend/adj
1.6663338		1	2.574037		1.0	412	geteld/adj
	2.8530622	0		3.7590413	0.0	205	getemperd/adj
3.1830366		1	4.09008		1.0	90	geterroriseerd/adj
2.4839513		4				752	getest/adj
	5.371692	0		6.2451725	0.0	17	getijdewerking/noun
-0.0713232		1	0.83836025		1.0	2334	getint/adj
0.30378148		1				1597	getiteld/prep
0.18982996		1				1792	getogen/adj
0.5866364		1				1207	getoond/adj
	3.6299434	0				94	getormenteerd/adj
4.783546		1				18	getraceerde/adj
0.86055547		2				1835	getraind/adj
3.8387756	3.6406846	2	4.050592	4.5390887	1.0	94	getransplanteerde/adj
0.58221716		1				1217	getraumatiseerd/adj
1.6868156	1.9877156	17	1.5492617	1.6322932	6.0	6891	getroffen/adj
	1.1011425	0				1182	getrokken/adj
0.79876304		2	1.7094411		2.0	1953	getrouw/adj
	-0.13917603	0		0.75857717	0.0	4129	getrouwd/adj
7.673918		1	8.58989		1.0	1	getstemd/noun
0.9511976		2	1.1684874		1.0	1677	getto/noun
	5.547935	0				14	getto_wijk/noun
0.09450519	0.253089	7	-0.24986732	0.6440944	2.0	13879	getuig/verb
0.00047470065	1.1886779	11	-0.7962881	1.3969567	2.0	23995	getuige/noun
-0.2828394	0.21221668	1				2876	getuige/prep
5.8821583		1	6.79813		1.0	6	getuige_staal/noun
1.3232938		1				583	getuige_verhoor/noun
1.5993191		2	1.8152369		1.0	879	getuige_verklaring/noun
	-0.59305406	0				6455	getuigenis/noun
	2.1182973	0				427	geul/noun
-1.431995		1				9104	geur/noun
1.2594756	1.7545316	1		2.6464512	0.0	628	geur_DIM/noun
1.4798695		2				1004	geur_hinder/noun
0.65431386	-1.1019218	38	-0.46669653		5.0	43094	gevaar/noun
0.3951277	-0.9015757	24	-0.085389644	-1.3886524	6.0	35350	gevaarlijk/adj
0.855841	0.65774983	2	1.7657875		2.0	1842	gevaarte/noun
3.9173796		7	4.2678285		4.0	302	gevaccineerd/adj
0.3016111		1				1603	geval/comp
0.45905444	-0.450533	110	0.16439451	-0.64639187	33.0	150886	geval/noun
1.2072754	0.7860407	5	1.6071812		3.0	3236	geval/prep
1.1917281		1				662	geval_wel/verb
0.45352554	1.8648723	2		2.2529712	0.0	2786	gevallen/adj
