_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base	soc_vector	pam_cluster	is_medoid
herstructureren.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.1696355340114371	-0.15690671880808318	NA	NA	bound	722	lex	10_10	1	no	FOC	530	nav	4_4	236	herstructureren	0.20880792842339507	BOW	nav_FOC	c3	0
herstructureren.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.17354292642097455	-0.15792221500026205	NA	NA	bound	722	lex	10_10	1	no	FOC	722	all	4_4	236	herstructureren	0.2089975770257769	BOW	all_FOC	c3	0
herstructureren.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.09983788806336145	-0.14387997589530405	NA	NA	bound	543	all	10_10	1	weight	5000	5000	nav	4_4	239	herstructureren	0.19646141808204373	BOW	nav_5000	c4	0
herstructureren.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.27503460980673955	-0.022675529605551525	NA	NA	bound	543	all	10_10	1	weight	5000	5000	all	4_4	239	herstructureren	0.18410183891828108	BOW	all_5000	c2	0
herstructureren.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.006073148617208317	-0.18132462349354564	NA	NA	bound	543	all	10_10	1	weight	FOC	303	nav	4_4	239	herstructureren	0.18183933789750042	BOW	nav_FOC	c5	0
herstructureren.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.01075473316749538	-0.1840833481165401	NA	NA	bound	543	all	10_10	1	weight	FOC	543	all	4_4	239	herstructureren	0.17968607212219953	BOW	all_FOC	c5	0
herstructureren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.19343546517668772	-0.17616107979837126	NA	NA	bound	543	all	10_10	1	selection	5000	5000	nav	4_4	239	herstructureren	0.23932061615285785	BOW	nav_5000	c4	0
herstructureren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	-0.403794119182965	0.040457377960413	NA	NA	bound	543	all	10_10	1	selection	5000	5000	all	4_4	239	herstructureren	0.18808766089758353	BOW	all_5000	c2	0
herstructureren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.06139830878033754	-0.16398176998196387	NA	NA	bound	543	all	10_10	1	selection	FOC	303	nav	4_4	239	herstructureren	0.2101670128303298	BOW	nav_FOC	c5	0
herstructureren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.05757000297286249	-0.16708435972330773	NA	NA	bound	543	all	10_10	1	selection	FOC	543	all	4_4	239	herstructureren	0.20571376823769846	BOW	all_FOC	c5	0
herstructureren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.1584774934859595	-0.278940557457079	NA	NA	bound	1025	all	10_10	1	no	5000	5000	nav	4_4	239	herstructureren	0.22809550547093765	BOW	nav_5000	c5	0
herstructureren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	-0.5134486527487968	0.008642042170941208	NA	NA	bound	1025	all	10_10	1	no	5000	5000	all	4_4	239	herstructureren	0.19051104892687615	BOW	all_5000	c2	0
herstructureren.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	0.02121341401035251	-0.254329802864805	NA	NA	bound	1025	all	10_10	1	no	FOC	530	nav	4_4	239	herstructureren	0.2233735363774766	BOW	nav_FOC	c5	0
herstructureren.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	0.00977913976001802	-0.267378588709355	NA	NA	bound	1025	all	10_10	1	no	FOC	1025	all	4_4	239	herstructureren	0.21003104099859002	BOW	all_FOC	c5	0
herstructureren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.09424729809405799	-9.709160760676503e-4	NA	NA	bound	344	lex	5_5	1	weight	5000	5000	nav	4_4	233	herstructureren	0.18384774824519615	BOW	nav_5000	c1	0
herstructureren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.19078436183322803	0.08816793396062518	NA	NA	bound	344	lex	5_5	1	weight	5000	5000	all	4_4	233	herstructureren	0.1719275841252837	BOW	all_5000	c2	0
herstructureren.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.08436985196031947	-0.012337472265777178	NA	NA	bound	344	lex	5_5	1	weight	FOC	256	nav	4_4	233	herstructureren	0.18337682232872987	BOW	nav_FOC	c1	0
herstructureren.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.08181477427057839	-0.015392534799623197	NA	NA	bound	344	lex	5_5	1	weight	FOC	344	all	4_4	233	herstructureren	0.173184755541038	BOW	all_FOC	c1	0
herstructureren.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.07697860117154312	-0.00544148959479311	NA	NA	bound	344	lex	5_5	1	selection	5000	5000	nav	4_4	233	herstructureren	0.2103948227851241	BOW	nav_5000	c1	0
herstructureren.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.2078843347544385	0.11341135202837915	NA	NA	bound	344	lex	5_5	1	selection	5000	5000	all	4_4	233	herstructureren	0.165598978412177	BOW	all_5000	c2	1
herstructureren.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.07119658681250027	-0.02220787804017365	NA	NA	bound	344	lex	5_5	1	selection	FOC	256	nav	4_4	233	herstructureren	0.18771401110651123	BOW	nav_FOC	c1	0
herstructureren.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.07209629836301426	-0.023193972308161788	NA	NA	bound	344	lex	5_5	1	selection	FOC	344	all	4_4	233	herstructureren	0.18096623248914331	BOW	all_FOC	c1	1
herstructureren.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.09614022007518175	-0.006064870923877118	NA	NA	bound	442	lex	5_5	1	no	5000	5000	nav	4_4	236	herstructureren	0.21495404042446525	BOW	nav_5000	c1	0
herstructureren.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.22520612875556742	0.11562717237844418	NA	NA	bound	442	lex	5_5	1	no	5000	5000	all	4_4	236	herstructureren	0.16409389030838833	BOW	all_5000	c2	0
herstructureren.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.0881171196545564	-0.030911365928768798	NA	NA	bound	442	lex	5_5	1	no	FOC	328	nav	4_4	236	herstructureren	0.18997175343139505	BOW	nav_FOC	c1	0
herstructureren.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.08922080527558039	-0.03395642139561538	NA	NA	bound	442	lex	5_5	1	no	FOC	442	all	4_4	236	herstructureren	0.1854286894874111	BOW	all_FOC	c1	0
herstructureren.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.11459785851453834	-0.07002245669526742	NA	NA	bound	460	all	5_5	1	weight	5000	5000	nav	4_4	239	herstructureren	0.1915549733864545	BOW	nav_5000	c5	0
herstructureren.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	-0.1662196857780957	0.09413262330648654	NA	NA	bound	460	all	5_5	1	weight	5000	5000	all	4_4	239	herstructureren	0.18016145445006088	BOW	all_5000	c2	0
herstructureren.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.03649898744330638	-0.07065270659206686	NA	NA	bound	460	all	5_5	1	weight	FOC	256	nav	4_4	239	herstructureren	0.18257013990493137	BOW	nav_FOC	c5	0
herstructureren.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	0.04028383300752597	-0.06881129299507713	NA	NA	bound	460	all	5_5	1	weight	FOC	460	all	4_4	239	herstructureren	0.17528460633585083	BOW	all_FOC	c5	0
herstructureren.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.230485866209731	-0.10351797499774844	NA	NA	bound	460	all	5_5	1	selection	5000	5000	nav	4_4	239	herstructureren	0.23478278911056205	BOW	nav_5000	c5	0
herstructureren.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	-0.2511443884985204	0.21874245183196298	NA	NA	bound	460	all	5_5	1	selection	5000	5000	all	4_4	239	herstructureren	0.2088735160938558	BOW	all_5000	c6	0
herstructureren.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.058377866925689956	-0.07009278212014801	NA	NA	bound	460	all	5_5	1	selection	FOC	256	nav	4_4	239	herstructureren	0.20632047487562233	BOW	nav_FOC	c5	0
herstructureren.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.060476571214874784	-0.07124939126394576	NA	NA	bound	460	all	5_5	1	selection	FOC	460	all	4_4	239	herstructureren	0.20270224124352074	BOW	all_FOC	c5	1
herstructureren.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.24165122518226215	-0.14182735255953624	NA	NA	bound	632	all	5_5	1	no	5000	5000	nav	4_4	239	herstructureren	0.22534351326868152	BOW	nav_5000	c5	0
herstructureren.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	-0.27442630208951274	0.2184812656586292	NA	NA	bound	632	all	5_5	1	no	5000	5000	all	4_4	239	herstructureren	0.2102595675456338	BOW	all_5000	c2	0
herstructureren.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.05517324423536313	-0.10145223815073046	NA	NA	bound	632	all	5_5	1	no	FOC	328	nav	4_4	239	herstructureren	0.22097646861565395	BOW	nav_FOC	c5	0
herstructureren.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	0.06681226052693554	-0.11052087829277361	NA	NA	bound	632	all	5_5	1	no	FOC	632	all	4_4	239	herstructureren	0.20338822721389774	BOW	all_FOC	c5	0
herstructureren.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.03475043468694038	0.0851198319633953	NA	NA	bound	249	lex	3_3	1	weight	5000	5000	nav	4_4	220	herstructureren	0.174927861372253	BOW	nav_5000	c7	0
herstructureren.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.09700372981435776	0.1501307239872378	NA	NA	bound	249	lex	3_3	1	weight	5000	5000	all	4_4	220	herstructureren	0.17480149102301817	BOW	all_5000	c2	0
herstructureren.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.04108886115532065	0.06256832817507531	NA	NA	bound	249	lex	3_3	1	weight	FOC	181	nav	4_4	220	herstructureren	0.1867380148095364	BOW	nav_FOC	c7	0
herstructureren.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.041455637995277954	0.058383394552151156	NA	NA	bound	249	lex	3_3	1	weight	FOC	249	all	4_4	220	herstructureren	0.18110245712653042	BOW	all_FOC	c7	0
herstructureren.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.017082292965779598	0.082558512254701	NA	NA	bound	249	lex	3_3	1	selection	5000	5000	nav	4_4	220	herstructureren	0.19656784401709287	BOW	nav_5000	c7	0
herstructureren.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.09677144445473734	0.16367331614833583	NA	NA	bound	249	lex	3_3	1	selection	5000	5000	all	4_4	220	herstructureren	0.17145413564814715	BOW	all_5000	c2	0
herstructureren.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.022063555445424387	0.05273816164966218	NA	NA	bound	249	lex	3_3	1	selection	FOC	181	nav	4_4	220	herstructureren	0.19310024263200387	BOW	nav_FOC	c7	0
herstructureren.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.02411172307057136	0.051464086267802835	NA	NA	bound	249	lex	3_3	1	selection	FOC	249	all	4_4	220	herstructureren	0.19202725541155088	BOW	all_FOC	c7	0
herstructureren.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.013671415956071579	0.09461547706614316	NA	NA	bound	277	lex	3_3	1	no	5000	5000	nav	4_4	225	herstructureren	0.1984298810539055	BOW	nav_5000	c7	0
herstructureren.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	-0.10311221572425158	0.1719500923812308	NA	NA	bound	277	lex	3_3	1	no	5000	5000	all	4_4	225	herstructureren	0.1690526998788146	BOW	all_5000	c2	0
herstructureren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.026780575565794214	0.057809820132118106	NA	NA	bound	277	lex	3_3	1	no	FOC	201	nav	4_4	225	herstructureren	0.19930436171207058	BOW	nav_FOC	c7	0
herstructureren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.027757776751777187	0.0602293789470794	NA	NA	bound	277	lex	3_3	1	no	FOC	277	all	4_4	225	herstructureren	0.18865426686247405	BOW	all_FOC	c7	0
herstructureren.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	0.1766059796754014	0.0012390367800279173	NA	NA	bound	331	all	3_3	1	weight	5000	5000	nav	4_4	238	herstructureren	0.18153226047930843	BOW	nav_5000	c4	0
herstructureren.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	-0.03564876177308098	0.16817907227180684	NA	NA	bound	331	all	3_3	1	weight	5000	5000	all	4_4	238	herstructureren	0.17579368945192053	BOW	all_5000	c7	0
herstructureren.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	0.11265039183322452	0.0298778478927959	NA	NA	bound	331	all	3_3	1	weight	FOC	181	nav	4_4	238	herstructureren	0.17421426551919378	BOW	nav_FOC	c5	0
herstructureren.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	0.11794586033242764	0.01930740267116738	NA	NA	bound	331	all	3_3	1	weight	FOC	331	all	4_4	238	herstructureren	0.1686231616438655	BOW	all_FOC	c5	0
herstructureren.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.2678019191367488	0.04735542693516135	NA	NA	bound	331	all	3_3	1	selection	5000	5000	nav	4_4	238	herstructureren	0.23825012247997457	BOW	nav_5000	c4	0
herstructureren.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	-0.09964564176224032	0.3003290907034912	NA	NA	bound	331	all	3_3	1	selection	5000	5000	all	4_4	238	herstructureren	0.2244308151448169	BOW	all_5000	c6	0
herstructureren.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.10793742471941474	0.015973652858948525	NA	NA	bound	331	all	3_3	1	selection	FOC	181	nav	4_4	238	herstructureren	0.19639722886441438	BOW	nav_FOC	c5	0
herstructureren.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.1160749779429151	0.013422414122360397	NA	NA	bound	331	all	3_3	1	selection	FOC	331	all	4_4	238	herstructureren	0.18998982888932345	BOW	all_FOC	c5	0
herstructureren.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	0.287198740213898	0.032289145838198176	NA	NA	bound	388	all	3_3	1	no	5000	5000	nav	4_4	239	herstructureren	0.22201230210696382	BOW	nav_5000	c4	0
herstructureren.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	-0.10375399338343189	0.3206928301509311	NA	NA	bound	388	all	3_3	1	no	5000	5000	all	4_4	239	herstructureren	0.22349639541711705	BOW	all_5000	c6	0
herstructureren.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.11185761554644738	0.009551323508158231	NA	NA	bound	388	all	3_3	1	no	FOC	201	nav	4_4	239	herstructureren	0.20632542977609986	BOW	nav_FOC	c5	0
herstructureren.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	0.12511628467046454	0.01054582246465564	NA	NA	bound	388	all	3_3	1	no	FOC	388	all	4_4	239	herstructureren	0.18605895978224823	BOW	all_FOC	c5	0
herstructureren.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.2059947519343171	-0.12241867312453965	NA	NA	nobound	471	lex	10_10	1	weight	5000	5000	nav	4_4	240	herstructureren	0.19897842580466435	BOW	nav_5000	c3	0
herstructureren.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.34248812777462107	-0.07554639027686781	NA	NA	nobound	471	lex	10_10	1	weight	5000	5000	all	4_4	240	herstructureren	0.18180770687584227	BOW	all_5000	c3	0
herstructureren.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.21853801338530163	-0.14394134894543334	NA	NA	nobound	471	lex	10_10	1	weight	FOC	346	nav	4_4	240	herstructureren	0.19803152482381015	BOW	nav_FOC	c3	0
herstructureren.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.21935032334505775	-0.14406871605467933	NA	NA	nobound	471	lex	10_10	1	weight	FOC	471	all	4_4	240	herstructureren	0.1921097584204292	BOW	all_FOC	c3	0
herstructureren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.16354297884011493	-0.1419744844083641	NA	NA	nobound	471	lex	10_10	1	selection	5000	5000	nav	4_4	240	herstructureren	0.23469297595400201	BOW	nav_5000	c3	0
herstructureren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.40715141805895316	-0.07019495038165043	NA	NA	nobound	471	lex	10_10	1	selection	5000	5000	all	4_4	240	herstructureren	0.17947973928739175	BOW	all_5000	c3	0
herstructureren.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.17866409282837917	-0.1495634649117747	NA	NA	nobound	471	lex	10_10	1	selection	FOC	346	nav	4_4	240	herstructureren	0.20131718808680846	BOW	nav_FOC	c3	0
herstructureren.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.18250094758180277	-0.15004560393432012	NA	NA	nobound	471	lex	10_10	1	selection	FOC	471	all	4_4	240	herstructureren	0.20513641406970345	BOW	all_FOC	c3	1
herstructureren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.20087951261779793	-0.23123512114506575	NA	NA	nobound	964	lex	10_10	1	no	5000	5000	nav	4_4	240	herstructureren	0.23374327764899314	BOW	nav_5000	c3	0
herstructureren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.4878536598585145	-0.16722345040521291	NA	NA	nobound	964	lex	10_10	1	no	5000	5000	all	4_4	240	herstructureren	0.1507960049979004	BOW	all_5000	c3	0
herstructureren.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.22642004356693665	-0.22753588594613325	NA	NA	nobound	964	lex	10_10	1	no	FOC	698	nav	4_4	240	herstructureren	0.22416408547070785	BOW	nav_FOC	c3	0
herstructureren.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.23345707033175914	-0.22893451489896932	NA	NA	nobound	964	lex	10_10	1	no	FOC	964	all	4_4	240	herstructureren	0.20814961044022937	BOW	all_FOC	c3	0
herstructureren.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.06955170997140717	-0.20709458686788945	NA	NA	nobound	652	all	10_10	1	weight	5000	5000	nav	4_4	240	herstructureren	0.19694518532760757	BOW	nav_5000	c5	0
herstructureren.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.35209393553575324	-0.09047523242687848	NA	NA	nobound	652	all	10_10	1	weight	5000	5000	all	4_4	240	herstructureren	0.18071468401243612	BOW	all_5000	c3	0
herstructureren.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.06138969869276757	-0.24100159259736287	NA	NA	nobound	652	all	10_10	1	weight	FOC	346	nav	4_4	240	herstructureren	0.17601337311831053	BOW	nav_FOC	c3	0
herstructureren.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.07602281254590394	-0.24906535295853857	NA	NA	nobound	652	all	10_10	1	weight	FOC	652	all	4_4	240	herstructureren	0.16958595623505804	BOW	all_FOC	c3	0
herstructureren.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.16705001847725803	-0.22954901977375988	NA	NA	nobound	652	all	10_10	1	selection	5000	5000	nav	4_4	240	herstructureren	0.25194220784187515	BOW	nav_5000	c4	0
herstructureren.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	-0.4793905540596316	-0.06856017393380388	NA	NA	nobound	652	all	10_10	1	selection	5000	5000	all	4_4	240	herstructureren	0.15754944243893074	BOW	all_5000	c3	0
herstructureren.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.007728868510173057	-0.21984442065554333	NA	NA	nobound	652	all	10_10	1	selection	FOC	346	nav	4_4	240	herstructureren	0.2126975797397433	BOW	nav_FOC	c3	0
herstructureren.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.021360489878963076	-0.23514469431999646	NA	NA	nobound	652	all	10_10	1	selection	FOC	652	all	4_4	240	herstructureren	0.19598235201094732	BOW	all_FOC	c3	0
herstructureren.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	0.07977493527165933	-0.35666502705464365	NA	NA	nobound	1412	all	10_10	1	no	5000	5000	nav	4_4	240	herstructureren	0.2338741540812633	BOW	nav_5000	c5	0
herstructureren.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	-0.610829752124292	-0.18371279506059818	NA	NA	nobound	1412	all	10_10	1	no	5000	5000	all	4_4	240	herstructureren	0.1700939975690152	BOW	all_5000	c3	0
herstructureren.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.07663740505413269	-0.3364739256041609	NA	NA	nobound	1412	all	10_10	1	no	FOC	698	nav	4_4	240	herstructureren	0.22085636771567344	BOW	nav_FOC	c3	0
herstructureren.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.11288620251706849	-0.35457692562237453	NA	NA	nobound	1412	all	10_10	1	no	FOC	1412	all	4_4	240	herstructureren	0.19115148489131895	BOW	all_FOC	c3	0
herstructureren.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.12213663826612489	-0.020239901861112464	NA	NA	nobound	393	lex	5_5	1	weight	5000	5000	nav	4_4	238	herstructureren	0.18440109699856555	BOW	nav_5000	c1	0
herstructureren.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.22341059587128792	0.06083239314956345	NA	NA	nobound	393	lex	5_5	1	weight	5000	5000	all	4_4	238	herstructureren	0.1753758106328327	BOW	all_5000	c2	0
herstructureren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.12686594445449018	-0.018871517501956706	NA	NA	nobound	393	lex	5_5	1	weight	FOC	285	nav	4_4	238	herstructureren	0.18058674201478078	BOW	nav_FOC	c1	0
herstructureren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.12642685289338387	-0.022945868858818688	NA	NA	nobound	393	lex	5_5	1	weight	FOC	393	all	4_4	238	herstructureren	0.17165282798061438	BOW	all_FOC	c1	0
herstructureren.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.1101838212245378	-0.01926160328816744	NA	NA	nobound	393	lex	5_5	1	selection	5000	5000	nav	4_4	238	herstructureren	0.21967819582167467	BOW	nav_5000	c1	0
herstructureren.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.25830569899442346	0.08833595226814278	NA	NA	nobound	393	lex	5_5	1	selection	5000	5000	all	4_4	238	herstructureren	0.163426820475781	BOW	all_5000	c2	0
herstructureren.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.10231660769566085	-0.03354169975589214	NA	NA	nobound	393	lex	5_5	1	selection	FOC	285	nav	4_4	238	herstructureren	0.1900067834107223	BOW	nav_FOC	c1	0
herstructureren.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.10497742327325964	-0.038186189581156424	NA	NA	nobound	393	lex	5_5	1	selection	FOC	393	all	4_4	238	herstructureren	0.18710691527995013	BOW	all_FOC	c1	0
herstructureren.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.12434564060081428	-0.039014400145203854	NA	NA	nobound	526	lex	5_5	1	no	5000	5000	nav	4_4	238	herstructureren	0.2289193960986501	BOW	nav_5000	c1	0
herstructureren.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.28284763194030854	0.08642073416406941	NA	NA	nobound	526	lex	5_5	1	no	5000	5000	all	4_4	238	herstructureren	0.15733158675152364	BOW	all_5000	c2	0
herstructureren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.12357775084550283	-0.05007453359548246	NA	NA	nobound	526	lex	5_5	1	no	FOC	387	nav	4_4	238	herstructureren	0.18912216126358602	BOW	nav_FOC	c1	0
herstructureren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.12858266915005967	-0.0526844083422917	NA	NA	nobound	526	lex	5_5	1	no	FOC	526	all	4_4	238	herstructureren	0.19265580599386967	BOW	all_FOC	c1	0
herstructureren.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.0908830358877755	-0.10155056871305389	NA	NA	nobound	550	all	5_5	1	weight	5000	5000	nav	4_4	240	herstructureren	0.1901614073707996	BOW	nav_5000	c5	0
